,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
604,Team MagMa vs LBZS,1.73-2.13,1.05-8.50,-,08 Июля 12:10 2021,The International 10: China Qualifier,LBZS,"['不是', 'lrving', 'Wishing', 'ex', 'CatYou']",Team MagMa,"['wish safe health', 'Dust', 'Tzy', 'mianmian', 'Kazz']","['Ancient Apparition', 'Death Prophet', 'Mars', 'Luna', 'Phoenix', 'Sand King', 'Axe']","['Earth Spirit', 'Broodmother', 'Templar Assassin', 'Spectre', 'Invoker', 'Morphling', 'Phantom Lancer']","['Lion', 'Doom', 'Terrorblade', 'Leshrac', 'Winter Wyvern']","['Wraith King', 'Lina', 'Centaur Warrunner', 'Tusk', 'Hoodwink']",,"<span class=""team__title-label"">Победа</span>",9 : 32
605,Team MagMa vs LBZS,1.73-2.13,1.05-8.50,-,08 Июля 12:10 2021,The International 10: China Qualifier,LBZS,"['lrving', '不是', 'Wishing', 'ex', 'CatYou']",Team MagMa,"['wish safe health', 'Dust', 'Tzy', 'mianmian', 'Kazz']","['Death Prophet', 'Tusk', 'Lifestealer', 'Doom', 'Dragon Knight', 'Tidehunter', 'Axe']","['Earth Spirit', 'Broodmother', 'Viper', 'Winter Wyvern', 'Razor', 'Phantom Lancer', 'Morphling']","['Mars', 'Elder Titan', 'Luna', 'Leshrac', 'Skywrath Mage']","['Wraith King', 'Templar Assassin', 'Sand King', 'Lion', 'Abaddon']",,"<span class=""team__title-label"">Победа</span>",15 : 23
606,Hellbear Smashers vs Ghost frogs,1.44-2.84,1.09-6.50,-,08 Июля 12:10 2021,The International 10: Western Europe Qualifier,Hellbear Smashers,"['Ace', 'Boranija', 'rASmus', 'Gilgir', 'tOfu']",Ghost frogs,"['Crystallis', 'MTD', 'Tobi', 'MiLAN', 'j4']","['Broodmother', 'Timbersaw', 'Clockwerk', 'Monkey King', 'Mars', 'Dragon Knight', 'Slardar']","['Puck', 'Ancient Apparition', 'Phantom Lancer', 'Batrider', 'Terrorblade', 'Spectre', 'Chaos Knight']","['Arc Warden', 'Lina', 'Axe', 'Hoodwink', 'Phoenix']","['Drow Ranger', 'Templar Assassin', 'Tidehunter', 'Mirana', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",13 : 29
607,Hellbear Smashers vs Ghost frogs,1.44-2.84,1.09-6.50,-,08 Июля 12:10 2021,The International 10: Western Europe Qualifier,Ghost frogs,"['Crystallis', 'MTD', 'Tobi', 'MiLAN', 'j4']",Hellbear Smashers,"['Ace', 'Boranija', 'rASmus', 'Gilgir', 'tOfu']","['Lina', 'Hoodwink', 'Oracle', 'Terrorblade', 'Monkey King', 'Dark Seer', 'Viper']","['Templar Assassin', 'Axe', 'Invoker', 'Puck', 'Ancient Apparition', 'Ursa', 'Lifestealer']","['Faceless Void', 'Dragon Knight', 'Broodmother', 'Mirana', 'Disruptor']","['Gyrocopter', 'Batrider', 'Leshrac', 'Nyx Assassin', 'Abaddon']",,"<span class=""team__title-label"">Победа</span>",15 : 20
608,Hellbear Smashers vs Ghost frogs,1.44-2.84,1.09-6.50,-,08 Июля 12:10 2021,The International 10: Western Europe Qualifier,Ghost frogs,"['Crystallis', 'MTD', 'Tobi', 'MiLAN', 'j4']",Hellbear Smashers,"['Ace', 'Boranija', 'rASmus', 'Gilgir', 'tOfu']","['Ancient Apparition', 'Puck', 'Faceless Void', 'Dark Seer', 'Spectre', 'Viper', 'Venomancer']","['Templar Assassin', 'Winter Wyvern', 'Luna', 'Terrorblade', 'Drow Ranger', 'Timbersaw', 'Tidehunter']","['Monkey King', 'Ember Spirit', 'Dragon Knight', 'Shadow Demon', 'Abaddon']","['Wraith King', 'Invoker', 'Phoenix', 'Nyx Assassin', 'Grimstroke']",,"<span class=""team__title-label"">Победа</span>",19 : 24
609,ViKin.gg vs Chicken Fighters,1.40-3.00,7.50-1.07,-,08 Июля 12:10 2021,The International 10: Western Europe Qualifier,Chicken Fighters,"['Charlie', 'Supream', 'Era', 'Peksu', 'Xibbe']",ViKin.gg,"['Shad', 'BOOM', 'KheZu', 'Aramis', 'Seleri']","['Broodmother', 'Enchantress', 'Drow Ranger', 'Templar Assassin', 'Wraith King', 'Dark Willow', 'Lion']","['Nyx Assassin', 'Viper', 'Invoker', 'Puck', 'Timbersaw', 'Death Prophet', 'Phantom Lancer']","['Faceless Void', 'Razor', 'Snapfire', 'Phoenix', 'Elder Titan']","['Morphling', 'Void Spirit', 'Alchemist', 'Lina', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,20 : 5
610,ViKin.gg vs Chicken Fighters,1.40-3.00,7.50-1.07,-,08 Июля 12:10 2021,The International 10: Western Europe Qualifier,ViKin.gg,"['Shad', 'BOOM', 'KheZu', 'Aramis', 'Seleri']",Chicken Fighters,"['Charlie', 'Supream', 'Era', 'Xibbe', 'Peksu']","['Nyx Assassin', 'Faceless Void', 'Invoker', 'Puck', 'Templar Assassin', 'Sven', 'Anti-Mage']","['Broodmother', 'Enchantress', 'Terrorblade', 'Windranger', 'Drow Ranger', 'Batrider', 'Mars']","['Phantom Lancer', 'Lina', 'Pangolier', 'Snapfire', 'Abaddon']","['Phantom Assassin', 'Razor', 'Clockwerk', 'Viper', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",12 : 21
611,Sparking Arrow Gaming vs EHOME,4.77-1.20,7.00-1.08,-,08 Июля 12:00 2021,The International 10: China Qualifier,EHOME,"['Sylar', 'Xm', 'Chalice', 'Fade', 'xNova']",Sparking Arrow Gaming,"['Ms', '7e', 'June', 'September', 'XCJ']","['Viper', 'Dark Seer', 'Axe', 'Winter Wyvern', 'Luna', 'Broodmother', 'Legion Commander']","['Mars', 'Dragon Knight', ""Nature's Prophet"", 'Doom', 'Snapfire', 'Anti-Mage', 'Terrorblade']","['Clinkz', 'Templar Assassin', 'Bloodseeker', 'Lina', 'Lion']","['Medusa', 'Razor', 'Sand King', 'Pangolier', 'Phoenix']","<span class=""team__title-label"">Победа</span>",,30 : 10
612,Sparking Arrow Gaming vs EHOME,4.77-1.20,7.00-1.08,-,08 Июля 12:00 2021,The International 10: China Qualifier,Sparking Arrow Gaming,"['Ms', '7e', 'June', 'September', 'XCJ']",EHOME,"['Sylar', 'Xm', 'Chalice', 'Fade', 'xNova']","['Dragon Knight', 'Mars', 'Lion', 'Death Prophet', 'Lifestealer', 'Sand King', 'Broodmother']","['Doom', 'Dark Seer', 'Viper', 'Winter Wyvern', 'Luna', 'Phantom Lancer', 'Terrorblade']","['Arc Warden', 'Lina', 'Axe', 'Nyx Assassin', 'Hoodwink']","['Medusa', 'Templar Assassin', 'Legion Commander', 'Phoenix', 'Clockwerk']",,"<span class=""team__title-label"">Победа</span>",18 : 46
613,Aster.Aries vs Xtreme Gaming,1.23-4.28,1.10-6.25,-,08 Июля 09:40 2021,The International 10: China Qualifier,Xtreme Gaming,"['与世为敌', '儿皇', 'Storm', 'AYuNiD', 'Nado']",Aster.Aries,"['Tempest', '海带', 'phoenix', '生死', 'Siamese.C']","['Broodmother', 'Dragon Knight', 'Spectre', 'Ursa', 'Clockwerk', 'Luna', 'Terrorblade']","['Viper', 'Templar Assassin', 'Death Prophet', 'Earth Spirit', 'Lina', 'Invoker', 'Batrider']","['Ancient Apparition', 'Faceless Void', 'Storm Spirit', 'Mars', 'Shadow Shaman']","['Medusa', 'Lion', 'Puck', 'Doom', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",16 : 25
614,Aster.Aries vs Xtreme Gaming,1.23-4.28,1.10-6.25,-,08 Июля 09:40 2021,The International 10: China Qualifier,Aster.Aries,"['海带', 'Tempest', 'phoenix', '生死', 'Siamese.C']",Xtreme Gaming,"['与世为敌', '儿皇', 'Storm', 'AYuNiD', 'Nado']","['Dragon Knight', 'Templar Assassin', 'Faceless Void', 'Viper', 'Earth Spirit', 'Axe', 'Mars']","['Broodmother', 'Luna', 'Clockwerk', 'Nyx Assassin', 'Morphling', 'Anti-Mage', 'Terrorblade']","['Hoodwink', 'Ursa', 'Puck', 'Doom', 'Ancient Apparition']","['Abaddon', 'Medusa', 'Lina', 'Sand King', 'Lion']","<span class=""team__title-label"">Победа</span>",,27 : 11
615,Team MagMa vs CDEC Gaming,1.45-2.79,1.05-8.50,-,08 Июля 06:10 2021,The International 10: China Qualifier,Team MagMa,"['wish safe health', 'Dust', 'Tzy', 'mianmian', 'Kazz']",CDEC Gaming,"['once.', 'Blood', 'BEYOND', '毁灭企鹅', '起风了']","['Nyx Assassin', 'Vengeful Spirit', 'Phantom Lancer', 'Dark Seer', 'Doom', 'Invoker', 'Kunkka']","['Death Prophet', 'Viper', 'Terrorblade', 'Medusa', 'Templar Assassin', 'Lifestealer', 'Luna']","['Ursa', 'Puck', 'Mars', 'Lion', 'Abaddon']","['Spectre', 'Ember Spirit', 'Dragon Knight', 'Mirana', 'Phoenix']","<span class=""team__title-label"">Победа</span>",,43 : 21
616,Team MagMa vs CDEC Gaming,1.45-2.79,1.05-8.50,-,08 Июля 06:10 2021,The International 10: China Qualifier,CDEC Gaming,"['once.', 'Blood', 'BEYOND', '毁灭企鹅', '起风了']",Team MagMa,"['wish safe health', 'Dust', 'Tzy', 'mianmian', 'Kazz']","['Ancient Apparition', 'Viper', 'Dark Seer', 'Terrorblade', 'Mars', 'Sand King', 'Centaur Warrunner']","['Vengeful Spirit', 'Axe', 'Shadow Demon', 'Nyx Assassin', 'Clockwerk', 'Slardar', 'Morphling']","['Leshrac', 'Templar Assassin', 'Ursa', 'Hoodwink', 'Elder Titan']","['Lifestealer', 'Death Prophet', 'Doom', 'Lion', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,24 : 15
617,Team MagMa vs CDEC Gaming,1.45-2.79,1.05-8.50,-,08 Июля 06:10 2021,The International 10: China Qualifier,Team MagMa,"['wish safe health', 'Dust', 'Tzy', 'mianmian', 'Kazz']",CDEC Gaming,"['once.', 'Blood', 'BEYOND', '毁灭企鹅', '起风了']","['Vengeful Spirit', 'Templar Assassin', 'Phantom Lancer', 'Broodmother', 'Invoker', 'Kunkka', 'Magnus']","['Mars', 'Death Prophet', 'Lifestealer', 'Puck', 'Lina', 'Dark Seer', 'Bloodseeker']","['Lycan', 'Morphling', 'Dragon Knight', 'Earth Spirit', 'Ancient Apparition']","['Terrorblade', 'Ember Spirit', 'Viper', 'Pangolier', 'Lion']","<span class=""team__title-label"">Победа</span>",,40 : 28
618,Spider Pigzs vs Team Liquid,6.34-1.13,5.20-1.14,-,07 Июля 21:50 2021,The International 10: Western Europe Qualifier,Spider Pigzs,"['agressive child', 'No!ob', 'Funn1k', 'LeBron', 'dnz']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Broodmother', 'Axe', 'Templar Assassin', 'Spectre', 'Phantom Lancer', 'Lone Druid', 'Medusa']","['Lina', 'Viper', 'Batrider', 'Puck', 'Invoker', 'Leshrac', 'Death Prophet']","['Luna', 'Zeus', 'Mars', 'Hoodwink', 'Mirana']","['Terrorblade', 'Monkey King', 'Sand King', 'Enchantress', 'Rubick']","<span class=""team__title-label"">Победа</span>",,35 : 16
619,Spider Pigzs vs Team Liquid,6.34-1.13,5.20-1.14,-,07 Июля 21:50 2021,The International 10: Western Europe Qualifier,Spider Pigzs,"['agressive child', 'No!ob', 'Funn1k', 'LeBron', 'dnz']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Broodmother', 'Axe', 'Templar Assassin', 'Terrorblade', 'Spectre', 'Puck', 'Bloodseeker']","['Lina', 'Viper', 'Mirana', 'Hoodwink', 'Winter Wyvern', 'Phoenix', 'Dark Willow']","['Luna', 'Pangolier', 'Mars', 'Treant Protector', 'Keeper of the Light']","['Faceless Void', 'Lone Druid', 'Slardar', 'Snapfire', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",27 : 36
620,Spider Pigzs vs Team Liquid,6.34-1.13,5.20-1.14,-,07 Июля 21:50 2021,The International 10: Western Europe Qualifier,Spider Pigzs,"['agressive child', 'No!ob', 'Funn1k', 'dnz', 'LeBron']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Broodmother', 'Axe', 'Lone Druid', 'Faceless Void', 'Slardar', 'Legion Commander', 'Doom']","['Lina', 'Luna', 'Clockwerk', 'Phantom Lancer', 'Lifestealer', 'Zeus', 'Timbersaw']","['Juggernaut', 'Viper', 'Pangolier', 'Lion', 'Hoodwink']","['Terrorblade', 'Razor', 'Mars', 'Phoenix', 'Keeper of the Light']",,"<span class=""team__title-label"">Победа</span>",14 : 26
621,Tundra Esports vs Brame,1.32-3.47,1.07-7.50,-,07 Июля 19:20 2021,The International 10: Western Europe Qualifier,Brame,"['Focus', 'W1sh-', 'SkyLark', 'CTOMAHEH1', 'SsaSpartan']",Tundra Esports,"['FATA-', 'Skiter', 'Nine', '33', 'Sneyking']","['Broodmother', 'Lina', 'Winter Wyvern', 'Medusa', 'Timbersaw', 'Invoker', 'Puck']","['Axe', 'Nyx Assassin', 'Phantom Lancer', 'Juggernaut', 'Terrorblade', 'Tinker', 'Razor']","['Wraith King', 'Magnus', 'Elder Titan', 'Shadow Demon', 'Hoodwink']","['Abaddon', 'Luna', 'Void Spirit', 'Viper', 'Clockwerk']",,"<span class=""team__title-label"">Победа</span>",26 : 26
622,Tundra Esports vs Brame,1.32-3.47,1.07-7.50,-,07 Июля 19:20 2021,The International 10: Western Europe Qualifier,Tundra Esports,"['FATA-', 'Skiter', 'Nine', '33', 'Sneyking']",Brame,"['Focus', 'W1sh-', 'SkyLark', 'CTOMAHEH1', 'SsaSpartan']","['Lina', 'Nyx Assassin', 'Clockwerk', 'Axe', 'Dark Seer', 'Mars', 'Elder Titan']","['Broodmother', 'Ancient Apparition', 'Phantom Lancer', 'Lifestealer', 'Faceless Void', 'Doom', 'Tidehunter']","['Abaddon', 'Terrorblade', 'Invoker', 'Batrider', 'Mirana']","['Drow Ranger', 'Templar Assassin', 'Timbersaw', 'Shadow Demon', 'Viper']","<span class=""team__title-label"">Победа</span>",,28 : 8
623,ViKin.gg vs OG,3.57-1.30,4.70-1.17,-,07 Июля 15:40 2021,The International 10: Western Europe Qualifier,ViKin.gg,"['Shad', 'BOOM', 'KheZu', 'Aramis', 'Seleri']",OG,"['SumaiL', 'Topson', 'Ceb', 'Saksa', 'N0tail']","['Pangolier', 'Hoodwink', 'Terrorblade', 'Medusa', 'Faceless Void', 'Juggernaut', 'Void Spirit']","['Enchantress', 'Timbersaw', 'Templar Assassin', 'Mirana', 'Storm Spirit', 'Drow Ranger', 'Viper']","['Axe', 'Invoker', 'Broodmother', 'Clockwerk', 'Ancient Apparition']","['Leshrac', 'Earth Spirit', 'Magnus', 'Lina', 'Oracle']","<span class=""team__title-label"">Победа</span>",,39 : 30
624,ViKin.gg vs OG,3.57-1.30,4.70-1.17,-,07 Июля 15:40 2021,The International 10: Western Europe Qualifier,ViKin.gg,"['Shad', 'BOOM', 'KheZu', 'Aramis', 'Seleri']",OG,"['SumaiL', 'Topson', 'Ceb', 'Saksa', 'N0tail']","['Pangolier', 'Hoodwink', 'Void Spirit', 'Gyrocopter', 'Monkey King', 'Abaddon', 'Undying']","['Enchantress', 'Timbersaw', 'Templar Assassin', 'Mirana', 'Invoker', 'Broodmother', 'Drow Ranger']","['Axe', 'Lina', 'Venomancer', 'Dragon Knight', 'Ancient Apparition']","['Medusa', 'Puck', 'Alchemist', 'Lion', 'Clockwerk']",,"<span class=""team__title-label"">Победа</span>",18 : 21
625,ViKin.gg vs OG,3.57-1.30,4.70-1.17,-,07 Июля 15:40 2021,The International 10: Western Europe Qualifier,ViKin.gg,"['Shad', 'BOOM', 'KheZu', 'Aramis', 'Seleri']",OG,"['SumaiL', 'Topson', 'Ceb', 'Saksa', 'N0tail']","['Hoodwink', 'Pangolier', 'Gyrocopter', 'Medusa', 'Terrorblade', 'Vengeful Spirit', 'Faceless Void']","['Timbersaw', 'Ancient Apparition', 'Templar Assassin', 'Invoker', 'Broodmother', 'Ursa', 'Naga Siren']","['Spectre', 'Death Prophet', 'Dragon Knight', 'Lion', 'Abaddon']","['Drow Ranger', 'Razor', 'Alchemist', 'Lina', 'Oracle']",,"<span class=""team__title-label"">Победа</span>",6 : 16
626,Into the Breach vs Hippomaniacs,1.08-8.68,1.02-11.00,-,07 Июля 14:23 2021,The International 10: Western Europe Qualifier,Into the Breach,"['Fishman', 'lil pleb', 'Adzantick', 'Malik', 'TANNER']",Hippomaniacs,"['SLAWEE', 'Mambos', 'Tipek', 'Muf', 'Filminy']","['Viper', 'Timbersaw', 'Templar Assassin', 'Terrorblade', 'Phoenix', 'Grimstroke', 'Dark Willow']","['Hoodwink', 'Puck', 'Spectre', 'Invoker', 'Medusa', 'Pugna', 'Zeus']","['Clockwerk', 'Luna', 'Void Spirit', 'Broodmother', 'Lion']","['Chaos Knight', 'Leshrac', 'Axe', 'Winter Wyvern', 'Lina']","<span class=""team__title-label"">Победа</span>",,29 : 5
627,Into the Breach vs Hippomaniacs,1.08-8.68,1.02-11.00,-,07 Июля 14:23 2021,The International 10: Western Europe Qualifier,Hippomaniacs,"['SLAWEE', 'Mambos', 'Tipek', 'Muf', 'Filminy']",Into the Breach,"['Fishman', 'lil pleb', 'Adzantick', 'Malik', 'TANNER']","['Hoodwink', 'Broodmother', 'Clockwerk', 'Winter Wyvern', 'Void Spirit', 'Puck', 'Ember Spirit']","['Viper', 'Timbersaw', 'Invoker', 'Grimstroke', 'Pugna', 'Storm Spirit', 'Batrider']","['Wraith King', 'Zeus', 'Dragon Knight', 'Shadow Demon', 'Lina']","['Tusk', 'Terrorblade', 'Snapfire', 'Tidehunter', 'Mirana']",,"<span class=""team__title-label"">Победа</span>",9 : 33
628,Aster.Aries vs EHOME,8.53-1.09,5.00-1.15,-,07 Июля 14:17 2021,The International 10: China Qualifier,EHOME,"['Sylar', 'Xm', 'Chalice', 'Fade', 'xNova']",Aster.Aries,"['海带', 'Tempest', 'phoenix', '生死', 'Siamese.C']","['Dragon Knight', 'Broodmother', 'Mars', 'Ursa', 'Terrorblade', 'Timbersaw', 'Tidehunter']","['Templar Assassin', 'Nyx Assassin', 'Magnus', 'Luna', 'Faceless Void', 'Doom', 'Legion Commander']","['Medusa', 'Void Spirit', 'Axe', 'Lion', 'Phoenix']","['Mirana', 'Morphling', 'Puck', 'Bristleback', 'Elder Titan']","<span class=""team__title-label"">Победа</span>",,27 : 27
629,Aster.Aries vs EHOME,8.53-1.09,5.00-1.15,-,07 Июля 14:17 2021,The International 10: China Qualifier,Aster.Aries,"['海带', 'Tempest', 'phoenix', '生死', 'Siamese.C']",EHOME,"['Sylar', 'Xm', 'Chalice', 'Fade', 'xNova']","['Dragon Knight', 'Phoenix', 'Winter Wyvern', 'Phantom Lancer', 'Terrorblade', 'Magnus', 'Chaos Knight']","['Viper', 'Death Prophet', 'Nyx Assassin', 'Timbersaw', 'Drow Ranger', 'Broodmother', 'Dark Seer']","['Hoodwink', 'Luna', 'Templar Assassin', 'Kunkka', 'Clockwerk']","['Spectre', 'Razor', 'Mars', 'Dark Willow', 'Lion']",,"<span class=""team__title-label"">Победа</span>",37 : 40
630,Team Nigma vs Hellbear Smashers,1.20-4.70,1.13-5.40,-,07 Июля 12:10 2021,The International 10: Western Europe Qualifier,Hellbear Smashers,"['Ace', 'Boranija', 'rASmus', 'Gilgir', 'tOfu']",Team Nigma,"['iLTW', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Invoker', 'Nyx Assassin', 'Mars', 'Ember Spirit', 'Clockwerk', 'Sand King', 'Dragon Knight']","['Broodmother', 'Viper', 'Terrorblade', 'Medusa', 'Razor', 'Drow Ranger', 'Luna']","['Phantom Lancer', 'Lina', 'Axe', 'Hoodwink', 'Winter Wyvern']","['Gyrocopter', 'Templar Assassin', 'Tidehunter', 'Io', 'Phoenix']","<span class=""team__title-label"">Победа</span>",,20 : 10
631,Team Nigma vs Hellbear Smashers,1.20-4.70,1.13-5.40,-,07 Июля 12:10 2021,The International 10: Western Europe Qualifier,Hellbear Smashers,"['Ace', 'Boranija', 'rASmus', 'Gilgir', 'tOfu']",Team Nigma,"['iLTW', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Invoker', 'Puck', 'Ember Spirit', 'Luna', 'Dark Seer', 'Sand King', 'Underlord']","['Axe', 'Lina', 'Phantom Lancer', 'Broodmother', 'Winter Wyvern', 'Batrider', 'Mars']","['Terrorblade', 'Storm Spirit', 'Dragon Knight', 'Hoodwink', 'Phoenix']","['Drow Ranger', 'Templar Assassin', 'Timbersaw', 'Nyx Assassin', 'Enchantress']",,"<span class=""team__title-label"">Победа</span>",19 : 31
632,Team Nigma vs Hellbear Smashers,1.20-4.70,1.13-5.40,-,07 Июля 12:10 2021,The International 10: Western Europe Qualifier,Hellbear Smashers,"['Ace', 'Boranija', 'rASmus', 'Gilgir', 'tOfu']",Team Nigma,"['iLTW', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Invoker', 'Templar Assassin', 'Luna', 'Drow Ranger', 'Leshrac', 'Spectre', 'Medusa']","['Axe', 'Lina', 'Batrider', 'Puck', 'Winter Wyvern', 'Faceless Void', 'Anti-Mage']","['Phantom Lancer', 'Mirana', 'Dragon Knight', 'Hoodwink', 'Ancient Apparition']","['Terrorblade', 'Ember Spirit', 'Timbersaw', 'Nyx Assassin', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",22 : 28
633,Chicken Fighters vs No Bounty Hunter,1.28-3.75,1.03-10.00,-,07 Июля 12:10 2021,The International 10: Western Europe Qualifier,Chicken Fighters,"['Charlie', 'Supream', 'Era', 'Peksu', 'Xibbe']",No Bounty Hunter,"['Future', 'Lowskill', 'Ntakii', 'BliNcc', 'Flash']","['Ancient Apparition', 'Broodmother', 'Wraith King', 'Naga Siren', 'Templar Assassin', 'Dragon Knight', 'Tiny']","['Nyx Assassin', 'Lina', 'Invoker', 'Leshrac', 'Hoodwink', 'Timbersaw', 'Dark Seer']","['Drow Ranger', 'Puck', 'Snapfire', 'Abaddon', 'Faceless Void']","['Earth Spirit', 'Terrorblade', 'Void Spirit', 'Viper', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,23 : 7
634,Chicken Fighters vs No Bounty Hunter,1.28-3.75,1.03-10.00,-,07 Июля 12:10 2021,The International 10: Western Europe Qualifier,No Bounty Hunter,"['Future', 'Lowskill', 'Ntakii', 'BliNcc', 'Flash']",Chicken Fighters,"['Charlie', 'Supream', 'Era', 'Xibbe', 'Peksu']","['Nyx Assassin', 'Templar Assassin', 'Faceless Void', 'Lifestealer', 'Tiny', 'Lina', 'Mars']","['Broodmother', 'Ancient Apparition', 'Clockwerk', 'Terrorblade', 'Abaddon', 'Juggernaut', 'Wraith King']","['Hoodwink', 'Lycan', 'Puck', 'Timbersaw', 'Oracle']","['Spectre', 'Viper', 'Lion', 'Doom', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",18 : 33
635,Phoenix Gaming vs Sparking Arrow Gaming,1.52-2.42,5.20-1.14,-,07 Июля 10:54 2021,The International 10: China Qualifier,Sparking Arrow Gaming,"['Ms', '7e', 'June', 'September', 'XCJ']",Phoenix Gaming,"['shiro', '一', 'dolem', 'plAnet', 'Zzq']","['Nyx Assassin', 'Mars', 'Bloodseeker', 'Puck', 'Abaddon', 'Broodmother', 'Legion Commander']","['Templar Assassin', 'Doom', 'Dark Seer', 'Io', 'Medusa', 'Hoodwink', 'Batrider']","['Spectre', 'Lina', 'Sand King', 'Pangolier', 'Viper']","['Terrorblade', 'Dragon Knight', 'Kunkka', 'Rubick', 'Grimstroke']",,"<span class=""team__title-label"">Победа</span>",15 : 27
636,Phoenix Gaming vs Sparking Arrow Gaming,1.52-2.42,5.20-1.14,-,07 Июля 10:54 2021,The International 10: China Qualifier,Sparking Arrow Gaming,"['Ms', '7e', 'June', 'September', 'XCJ']",Phoenix Gaming,"['shiro', '一', 'dolem', 'plAnet', 'Zzq']","['Nyx Assassin', 'Mars', 'Puck', 'Mirana', 'Lifestealer', 'Kunkka', 'Storm Spirit']","['Doom', 'Templar Assassin', 'Viper', 'Hoodwink', 'Io', 'Phantom Lancer', 'Ursa']","['Sven', 'Invoker', 'Dark Seer', 'Axe', 'Phoenix']","['Morphling', 'Leshrac', 'Dragon Knight', 'Lion', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,31 : 16
637,Phoenix Gaming vs Sparking Arrow Gaming,1.52-2.42,5.20-1.14,-,07 Июля 10:54 2021,The International 10: China Qualifier,Phoenix Gaming,"['shiro', '一', 'dolem', 'plAnet', 'Zzq']",Sparking Arrow Gaming,"['Ms', '7e', 'June', 'September', 'XCJ']","['Nyx Assassin', 'Phoenix', 'Grimstroke', 'Medusa', 'Faceless Void', 'Clockwerk', 'Shadow Demon']","['Dragon Knight', 'Mars', 'Broodmother', 'Terrorblade', 'Puck', 'Dark Seer', 'Magnus']","['Wraith King', 'Leshrac', 'Brewmaster', 'Lion', 'Elder Titan']","['Luna', 'Invoker', 'Doom', 'Pangolier', 'Hoodwink']",,"<span class=""team__title-label"">Победа</span>",22 : 39
