iter	Logloss
1350	0.6300009021
1351	0.6299915583
1352	0.6299708926
1353	0.629951628
1354	0.6299361637
1355	0.629922561
1356	0.6299097182
1357	0.6298991482
1358	0.6298852999
1359	0.6298722731
1360	0.6298568666
1361	0.6298441968
1362	0.6298190146
1363	0.6298037008
1364	0.6297902754
1365	0.6297758443
1366	0.6297507673
1367	0.6297376713
1368	0.6297257923
1369	0.6297034946
1370	0.6296851172
1371	0.6296653191
1372	0.6296421955
1373	0.6296334198
1374	0.6296066563
1375	0.6295850782
1376	0.6295744459
1377	0.6295554932
1378	0.6295488476
1379	0.6295349482
1380	0.6295190559
1381	0.6295018137
1382	0.6294864056
1383	0.6294716613
1384	0.6294631287
1385	0.6294494875
1386	0.6294328605
1387	0.6294232614
1388	0.6293958537
1389	0.6293825322
1390	0.6293642178
1391	0.6293531085
1392	0.6293407166
1393	0.6293259934
1394	0.6293172351
1395	0.6293075806
1396	0.6292840637
1397	0.6292634762
1398	0.6292510944
1399	0.6292387704
1400	0.6292266096
1401	0.629215078
1402	0.6292065701
1403	0.6291929976
1404	0.6291770216
1405	0.6291600465
1406	0.6291447034
1407	0.6291220329
1408	0.6291157192
1409	0.6291042138
1410	0.6290896997
1411	0.629068722
1412	0.6290558065
1413	0.6290416668
1414	0.6290286181
1415	0.6290127891
1416	0.6289943293
1417	0.6289780034
1418	0.628959381
1419	0.6289306326
1420	0.6289138494
1421	0.6288953766
1422	0.6288761326
1423	0.6288710793
1424	0.628863883
1425	0.6288527128
1426	0.6288423122
1427	0.6288280417
1428	0.6288183401
1429	0.6288072009
1430	0.6287935788
1431	0.6287721096
1432	0.6287619752
1433	0.6287453212
1434	0.6287284975
1435	0.6287163213
1436	0.6286952881
1437	0.628684434
1438	0.6286705845
1439	0.6286490673
1440	0.6286356647
1441	0.6286108978
1442	0.6286007949
1443	0.6285911757
1444	0.6285704294
1445	0.6285569951
1446	0.6285438329
1447	0.6285190494
1448	0.6285085924
1449	0.6285006923
1450	0.6284933946
1451	0.6284758971
1452	0.6284625889
1453	0.6284480461
1454	0.6284247393
1455	0.6284130474
1456	0.6284014443
1457	0.6283941548
1458	0.6283802214
1459	0.6283640383
1460	0.6283509533
1461	0.6283281644
1462	0.6283009854
1463	0.6282899217
1464	0.6282733648
1465	0.6282599246
1466	0.628243992
1467	0.6282296949
1468	0.6282207722
1469	0.6282084056
1470	0.6281974437
1471	0.6281861409
1472	0.6281737602
1473	0.6281584617
1474	0.6281416143
1475	0.6281305378
1476	0.6281093246
1477	0.6280922197
1478	0.6280722118
1479	0.62806002
1480	0.6280447968
1481	0.6280335263
1482	0.6280127176
1483	0.6279911565
1484	0.6279752817
1485	0.6279524326
1486	0.6279415947
1487	0.6279165603
1488	0.6279081064
1489	0.6278880514
1490	0.6278781855
1491	0.6278673313
1492	0.6278588059
1493	0.6278421565
1494	0.6278298365
1495	0.6278130008
1496	0.6277836863
1497	0.6277673076
1498	0.6277620554
1499	0.6277434227
1500	0.6277311437
1501	0.6277136901
1502	0.6276968132
1503	0.6276862582
1504	0.6276711498
1505	0.6276576901
1506	0.6276453854
1507	0.6276289042
1508	0.6276153351
1509	0.6276104719
1510	0.6276011804
1511	0.6275779208
