iter	Passed	Remaining
3395	34633	16358
3396	34643	16347
3397	34653	16337
3398	34663	16327
3399	34673	16316
3400	34685	16307
3401	34695	16297
3402	34705	16287
3403	34715	16276
3404	34725	16266
3405	34735	16256
3406	34745	16245
3407	34755	16235
3408	34765	16225
3409	34775	16215
3410	34785	16204
3411	34795	16194
3412	34805	16184
3413	34816	16174
3414	34826	16163
3415	34836	16153
3416	34846	16143
3417	34856	16132
3418	34865	16122
3419	34875	16112
3420	34885	16101
3421	34895	16091
3422	34905	16081
3423	34915	16071
3424	34925	16060
3425	34935	16050
3426	34945	16040
3427	34955	16029
3428	34965	16019
3429	34975	16009
3430	34985	15999
3431	34995	15988
3432	35005	15978
3433	35015	15968
3434	35025	15957
3435	35035	15947
3436	35045	15937
3437	35055	15927
3438	35065	15916
3439	35075	15906
3440	35085	15895
3441	35095	15885
3442	35105	15875
3443	35114	15864
3444	35125	15854
3445	35135	15844
3446	35144	15834
3447	35155	15823
3448	35164	15813
3449	35174	15803
3450	35184	15792
3451	35194	15782
3452	35205	15772
3453	35214	15762
3454	35224	15751
3455	35234	15741
3456	35244	15731
3457	35255	15720
3458	35264	15710
3459	35274	15700
3460	35285	15690
3461	35297	15681
3462	35308	15671
3463	35319	15661
3464	35329	15650
3465	35339	15640
3466	35348	15630
3467	35359	15619
3468	35369	15609
3469	35379	15599
3470	35389	15589
3471	35399	15579
3472	35409	15568
3473	35419	15558
3474	35429	15548
3475	35439	15537
3476	35449	15527
3477	35459	15517
3478	35469	15506
3479	35479	15496
3480	35489	15486
3481	35499	15476
3482	35509	15465
3483	35519	15455
3484	35529	15445
3485	35539	15435
3486	35549	15424
3487	35559	15414
3488	35569	15404
3489	35579	15393
3490	35589	15383
3491	35599	15373
3492	35609	15363
3493	35619	15352
3494	35629	15342
3495	35639	15332
3496	35649	15321
3497	35659	15311
3498	35669	15301
3499	35679	15291
3500	35689	15280
3501	35699	15270
3502	35709	15260
3503	35719	15250
3504	35729	15239
3505	35739	15229
3506	35749	15219
3507	35758	15208
3508	35769	15198
3509	35779	15188
3510	35789	15178
3511	35799	15167
3512	35809	15157
3513	35819	15147
3514	35829	15137
3515	35839	15126
3516	35849	15116
3517	35859	15106
3518	35869	15095
3519	35879	15085
3520	35889	15075
3521	35899	15065
3522	35909	15055
3523	35919	15044
3524	35930	15034
3525	35939	15024
3526	35949	15013
3527	35960	15003
3528	35970	14993
3529	35980	14983
3530	35989	14972
3531	35999	14962
3532	36009	14952
3533	36019	14942
3534	36030	14931
3535	36040	14921
3536	36049	14911
3537	36060	14901
3538	36069	14890
3539	36079	14880
3540	36089	14870
3541	36099	14859
3542	36109	14849
3543	36119	14839
3544	36129	14829
3545	36139	14818
3546	36149	14808
3547	36160	14798
3548	36169	14787
3549	36180	14777
3550	36190	14767
3551	36200	14757
3552	36210	14747
3553	36220	14736
3554	36230	14726
3555	36240	14716
3556	36250	14705
3557	36260	14695
3558	36270	14685
3559	36282	14676
3560	36294	14666
3561	36304	14656
3562	36314	14646
3563	36324	14635
3564	36334	14625
3565	36344	14615
3566	36354	14604
3567	36364	14594
3568	36375	14584
3569	36385	14574
3570	36395	14564
3571	36405	14554
3572	36415	14543
3573	36425	14533
3574	36435	14523
3575	36445	14512
3576	36455	14502
3577	36464	14492
3578	36475	14482
3579	36485	14471
3580	36495	14461
3581	36505	14451
3582	36515	14441
3583	36525	14430
3584	36535	14420
3585	36544	14410
3586	36555	14399
3587	36565	14389
3588	36576	14379
3589	36586	14369
3590	36599	14360
3591	36609	14350
3592	36619	14339
3593	36629	14329
3594	36639	14319
3595	36649	14309
3596	36659	14298
3597	36670	14289
3598	36681	14279
3599	36691	14268
3600	36701	14258
3601	36711	14248
3602	36721	14238
3603	36731	14227
3604	36741	14217
3605	36751	14207
3606	36761	14197
3607	36771	14186
3608	36781	14176
3609	36791	14166
3610	36801	14156
3611	36811	14145
3612	36821	14135
3613	36831	14125
3614	36841	14114
3615	36851	14104
3616	36862	14094
3617	36872	14084
3618	36882	14074
3619	36892	14064
3620	36903	14053
3621	36912	14043
3622	36922	14033
3623	36932	14023
3624	36942	14012
3625	36952	14002
3626	36962	13992
3627	36972	13981
3628	36982	13971
3629	36992	13961
3630	37002	13951
3631	37012	13940
3632	37022	13930
3633	37032	13920
3634	37041	13909
3635	37052	13899
3636	37061	13889
3637	37071	13879
3638	37082	13868
3639	37091	13858
3640	37101	13848
3641	37111	13837
3642	37121	13827
3643	37131	13817
3644	37141	13806
3645	37151	13796
3646	37161	13786
3647	37171	13776
3648	37181	13766
3649	37191	13755
3650	37201	13745
3651	37211	13735
3652	37221	13725
3653	37231	13714
3654	37241	13704
3655	37251	13694
3656	37262	13684
3657	37275	13675
3658	37286	13665
3659	37296	13654
3660	37306	13644
3661	37316	13634
3662	37326	13624
3663	37336	13614
3664	37347	13603
3665	37356	13593
3666	37367	13583
3667	37377	13573
3668	37387	13562
3669	37397	13552
3670	37406	13542
3671	37416	13532
3672	37426	13521
3673	37436	13511
3674	37446	13501
3675	37456	13490
3676	37466	13480
3677	37477	13470
3678	37487	13460
3679	37497	13450
3680	37507	13440
3681	37517	13429
3682	37527	13419
3683	37538	13409
3684	37550	13400
3685	37562	13390
3686	37572	13380
3687	37583	13370
3688	37597	13361
3689	37608	13351
3690	37619	13341
3691	37630	13331
3692	37641	13321
3693	37652	13311
3694	37663	13301
3695	37674	13291
3696	37684	13281
3697	37695	13271
3698	37706	13262
3699	37720	13253
3700	37733	13243
3701	37747	13234
3702	37760	13225
3703	37771	13216
3704	37782	13206
3705	37795	13196
3706	37807	13187
3707	37818	13177
3708	37830	13167
3709	37842	13158
3710	37853	13148
3711	37864	13138
3712	37876	13128
3713	37888	13119
3714	37898	13108
3715	37910	13099
3716	37921	13089
3717	37931	13079
3718	37943	13069
3719	37954	13059
3720	37965	13049
3721	37977	13040
3722	37989	13030
3723	38002	13021
3724	38015	13012
3725	38029	13003
3726	38042	12993
3727	38054	12984
3728	38065	12974
3729	38079	12965
3730	38093	12956
3731	38105	12946
3732	38116	12936
3733	38129	12927
3734	38143	12918
3735	38158	12910
3736	38170	12900
3737	38181	12890
3738	38196	12881
3739	38209	12872
3740	38221	12863
3741	38233	12853
3742	38246	12844
3743	38261	12835
3744	38274	12826
3745	38288	12817
3746	38299	12807
3747	38310	12797
3748	38322	12787
3749	38333	12777
3750	38343	12767
3751	38355	12757
3752	38366	12747
3753	38405	12747
3754	38440	12745
3755	38461	12738
3756	38477	12730
3757	38488	12720
3758	38501	12711
3759	38511	12700
3760	38522	12690
3761	38532	12680
3762	38543	12670
3763	38555	12660
3764	38567	12650
3765	38577	12640
3766	38590	12631
3767	38600	12621
3768	38611	12611
3769	38622	12600
3770	38632	12590
3771	38642	12580
3772	38654	12570
3773	38664	12560
3774	38674	12550
3775	38684	12539
3776	38694	12529
3777	38704	12519
3778	38715	12508
3779	38724	12498
3780	38735	12488
3781	38745	12477
3782	38755	12467
3783	38765	12457
3784	38775	12447
3785	38786	12437
3786	38796	12426
3787	38806	12416
3788	38816	12406
3789	38826	12395
3790	38836	12385
3791	38847	12375
3792	38857	12365
3793	38869	12355
3794	38881	12345
3795	38891	12335
3796	38904	12325
3797	38916	12316
3798	38930	12307
3799	38941	12297
3800	38962	12290
3801	38988	12285
3802	39000	12275
3803	39015	12266
3804	39029	12257
3805	39041	12248
3806	39054	12238
3807	39066	12228
3808	39079	12219
3809	39091	12209
3810	39104	12200
3811	39117	12190
3812	39131	12181
3813	39144	12172
3814	39155	12162
3815	39166	12152
3816	39180	12143
3817	39193	12133
3818	39203	12123
3819	39218	12114
3820	39235	12106
3821	39248	12097
3822	39263	12088
3823	39277	12079
3824	39288	12069
3825	39299	12058
3826	39310	12048
3827	39320	12038
3828	39331	12028
3829	39342	12018
3830	39353	12008
3831	39363	11998
3832	39374	11988
3833	39386	11978
3834	39396	11967
3835	39407	11957
3836	39417	11947
3837	39430	11937
3838	39442	11928
3839	39452	11918
3840	39463	11907
3841	39477	11898
3842	39488	11888
3843	39498	11878
3844	39510	11868
3845	39521	11858
3846	39531	11848
3847	39541	11837
3848	39552	11827
3849	39562	11817
3850	39572	11807
3851	39584	11797
3852	39595	11787
3853	39605	11776
3854	39616	11766
3855	39626	11756
3856	39636	11746
3857	39647	11736
3858	39658	11726
3859	39669	11715
3860	39679	11705
3861	39690	11695
3862	39701	11685
3863	39712	11675
3864	39722	11665
3865	39732	11654
3866	39743	11644
3867	39754	11634
3868	39764	11624
3869	39775	11613
3870	39785	11603
3871	39795	11593
3872	39805	11582
3873	39815	11572
3874	39825	11562
3875	39835	11551
3876	39845	11541
3877	39855	11531
3878	39865	11520
3879	39875	11510
3880	39886	11500
3881	39896	11489
3882	39909	11480
3883	39920	11470
3884	39931	11460
3885	39941	11450
3886	39951	11439
3887	39961	11429
3888	39971	11418
3889	39981	11408
3890	39991	11398
3891	40002	11388
3892	40012	11377
3893	40022	11367
3894	40032	11357
3895	40042	11346
3896	40052	11336
3897	40061	11325
3898	40071	11315
3899	40082	11305
3900	40092	11295
3901	40102	11284
3902	40112	11274
3903	40122	11263
3904	40173	11264
3905	40191	11256
3906	40206	11248
3907	40228	11240
3908	40248	11233
3909	40265	11224
3910	40284	11216
3911	40300	11208
3912	40319	11200
3913	40336	11192
3914	40354	11183
3915	40372	11175
3916	40387	11166
3917	40401	11157
3918	40413	11147
3919	40427	11138
3920	40438	11128
3921	40449	11118
3922	40460	11107
3923	40470	11097
3924	40482	11087
3925	40493	11077
3926	40504	11067
3927	40515	11057
3928	40525	11046
3929	40535	11036
3930	40548	11026
3931	40560	11016
3932	40570	11006
3933	40585	10997
3934	40599	10988
3935	40611	10978
3936	40626	10969
3937	40642	10960
3938	40654	10950
3939	40669	10941
3940	40683	10932
3941	40698	10923
3942	40711	10913
3943	40725	10904
3944	40738	10894
3945	40752	10885
3946	40767	10876
3947	40780	10866
3948	40795	10857
3949	40809	10848
3950	40823	10838
3951	40839	10829
3952	40852	10820
3953	40865	10810
3954	40880	10801
3955	40893	10791
3956	40905	10782
3957	40916	10771
3958	40930	10762
3959	40943	10752
3960	40955	10743
3961	40966	10732
3962	40980	10723
3963	40997	10714
3964	41012	10705
3965	41028	10696
3966	41045	10688
3967	41061	10679
3968	41077	10670
3969	41092	10661
3970	41107	10652
3971	41117	10641
3972	41133	10632
3973	41148	10623
3974	41162	10614
3975	41178	10605
3976	41193	10596
3977	41209	10587
3978	41224	10578
3979	41242	10569
3980	41258	10560
3981	41273	10551
3982	41287	10542
3983	41300	10532
3984	41314	10522
3985	41335	10515
3986	41350	10506
3987	41366	10497
3988	41379	10487
3989	41396	10478
3990	41410	10469
3991	41427	10460
3992	41443	10451
3993	41460	10443
3994	41477	10434
3995	41511	10429
3996	41527	10420
3997	41543	10411
3998	41559	10402
3999	41576	10394
4000	41594	10385
4001	41609	10376
4002	41624	10367
4003	41640	10358
4004	41657	10349
4005	41673	10340
4006	41690	10331
4007	41704	10322
4008	41719	10312
4009	41739	10304
4010	41756	10295
4011	41777	10288
4012	41793	10279
4013	41810	10270
4014	41827	10261
4015	41845	10252
4016	41873	10246
4017	41890	10238
4018	41906	10229
4019	41924	10220
4020	41939	10211
4021	41958	10202
4022	41974	10193
4023	41990	10184
4024	42006	10175
4025	42023	10166
4026	42048	10159
4027	42063	10150
4028	42077	10140
4029	42096	10132
4030	42115	10124
4031	42132	10115
4032	42147	10105
4033	42165	10097
4034	42182	10088
4035	42198	10079
4036	42218	10071
4037	42235	10062
4038	42255	10053
4039	42275	10045
4040	42291	10036
4041	42306	10027
4042	42322	10018
4043	42338	10008
4044	42354	9999
4045	42371	9990
4046	42388	9981
4047	42403	9972
4048	42418	9963
4049	42434	9953
4050	42449	9944
4051	42466	9935
4052	42480	9925
4053	42495	9916
4054	42509	9906
4055	42523	9896
4056	42544	9888
4057	42556	9878
4058	42569	9868
4059	42582	9859
4060	42595	9849
4061	42613	9840
4062	42628	9830
4063	42642	9821
4064	42656	9811
4065	42669	9801
4066	42683	9791
4067	42697	9782
4068	42713	9772
4069	42725	9762
4070	42739	9753
4071	42754	9743
4072	42771	9734
4073	42785	9724
4074	42848	9726
4075	42882	9721
4076	42904	9713
4077	42917	9703
4078	42934	9694
4079	42954	9685
4080	42969	9676
4081	42982	9666
4082	43010	9659
4083	43026	9650
4084	43039	9640
4085	43059	9632
4086	43081	9623
4087	43100	9615
4088	43113	9605
4089	43128	9595
4090	43141	9585
4091	43157	9576
4092	43171	9566
4093	43184	9556
4094	43211	9549
4095	43225	9540
4096	43241	9530
4097	43257	9521
4098	43273	9511
4099	43302	9505
4100	43328	9498
4101	43350	9490
4102	43367	9481
4103	43386	9472
4104	43402	9462
4105	43416	9453
4106	43435	9444
4107	43450	9434
4108	43470	9426
4109	43486	9416
4110	43502	9407
4111	43518	9397
4112	43532	9388
4113	43548	9378
4114	43606	9378
4115	43625	9369
4116	43641	9360
4117	43662	9351
4118	43678	9342
4119	43691	9332
4120	43702	9321
4121	43715	9311
4122	43725	9300
4123	43735	9290
4124	43747	9279
4125	43757	9269
4126	43767	9258
4127	43780	9248
4128	43793	9238
4129	43806	9227
4130	43822	9218
4131	43858	9213
4132	43883	9205
4133	43898	9196
4134	43912	9185
4135	43927	9176
4136	43941	9166
4137	43953	9156
4138	43966	9145
4139	43980	9136
4140	43994	9126
4141	44009	9116
4142	44020	9105
4143	44034	9095
4144	44047	9085
4145	44062	9076
4146	44075	9065
4147	44087	9055
4148	44100	9045
4149	44114	9035
4150	44127	9025
4151	44139	9015
4152	44151	9004
4153	44164	8994
4154	44177	8984
4155	44194	8975
4156	44211	8965
4157	44225	8955
4158	44238	8945
4159	44251	8935
4160	44265	8925
4161	44278	8915
4162	44291	8905
4163	44305	8895
4164	44319	8885
4165	44333	8875
4166	44346	8864
4167	44360	8855
4168	44380	8846
4169	44400	8837
4170	44415	8827
4171	44431	8818
4172	44444	8808
4173	44460	8798
4174	44475	8788
4175	44489	8778
4176	44513	8770
4177	44529	8761
4178	44544	8751
4179	44562	8741
4180	44576	8731
4181	44598	8723
4182	44612	8713
4183	44626	8703
4184	44639	8693
4185	44652	8682
4186	44666	8672
4187	44678	8662
4188	44691	8652
4189	44703	8642
4190	44716	8631
4191	44730	8621
4192	44742	8611
4193	44754	8600
4194	44767	8590
4195	44780	8580
4196	44793	8570
4197	44808	8560
4198	44821	8550
4199	44836	8540
4200	44849	8530
4201	44861	8519
4202	44874	8509
4203	44887	8499
4204	44901	8489
4205	44914	8478
4206	44928	8468
4207	44941	8458
4208	44954	8448
4209	44968	8438
4210	44981	8428
4211	44995	8417
4212	45013	8408
4213	45026	8398
4214	45039	8388
4215	45052	8377
4216	45064	8367
4217	45076	8357
4218	45090	8346
4219	45105	8337
4220	45118	8326
4221	45130	8316
4222	45143	8305
4223	45156	8295
4224	45169	8285
4225	45187	8276
4226	45200	8265
4227	45212	8255
4228	45224	8245
4229	45238	8234
4230	45249	8224
4231	45262	8213
4232	45275	8203
4233	45288	8193
4234	45301	8183
4235	45316	8173
4236	45330	8163
4237	45343	8152
4238	45355	8142
4239	45370	8132
4240	45384	8122
4241	45399	8112
4242	45413	8102
4243	45428	8092
4244	45442	8082
4245	45455	8071
4246	45469	8061
4247	45491	8053
4248	45512	8044
4249	45527	8034
4250	45541	8024
4251	45557	8014
4252	45571	8004
4253	45586	7994
4254	45602	7984
4255	45619	7974
4256	45636	7965
4257	45652	7955
4258	45667	7945
4259	45684	7935
4260	45700	7926
4261	45717	7916
4262	45732	7906
4263	45748	7896
4264	45764	7886
4265	45780	7876
4266	45796	7867
4267	45811	7857
4268	45827	7847
4269	45841	7837
4270	45855	7826
4271	45867	7816
4272	45881	7806
4273	45895	7796
4274	45909	7785
4275	45925	7776
4276	45939	7765
4277	45953	7755
4278	45966	7745
4279	45980	7735
4280	45993	7724
4281	46006	7714
4282	46033	7706
4283	46053	7697
4284	46066	7686
4285	46080	7676
4286	46095	7666
4287	46126	7659
4288	46166	7653
4289	46186	7643
4290	46204	7634
4291	46224	7625
4292	46240	7615
4293	46258	7605
4294	46276	7596
4295	46291	7586
4296	46307	7576
4297	46328	7566
4298	46355	7558
4299	46370	7548
4300	46385	7538
4301	46400	7528
4302	46416	7518
4303	46433	7508
4304	46448	7498
4305	46460	7488
4306	46473	7477
4307	46487	7467
4308	46500	7456
4309	46515	7446
4310	46529	7436
4311	46542	7426
4312	46555	7415
4313	46569	7405
4314	46585	7395
4315	46598	7384
4316	46611	7374
4317	46623	7363
4318	46637	7353
4319	46656	7344
4320	46671	7333
4321	46687	7323
4322	46701	7313
4323	46714	7303
4324	46728	7292
4325	46742	7282
4326	46756	7272
4327	46777	7263
4328	46798	7253
4329	46814	7243
4330	46828	7233
4331	46842	7223
4332	46854	7212
4333	46868	7202
4334	46881	7191
4335	46897	7181
4336	46911	7171
4337	46925	7160
4338	46937	7150
4339	46951	7140
4340	46966	7129
4341	46978	7119
4342	46994	7109
4343	47010	7099
4344	47024	7088
4345	47037	7078
4346	47051	7067
4347	47063	7057
4348	47078	7047
4349	47091	7036
4350	47107	7026
4351	47121	7016
4352	47140	7006
4353	47161	6997
4354	47191	6989
4355	47211	6979
4356	47232	6970
4357	47246	6960
4358	47264	6950
4359	47278	6939
4360	47292	6929
4361	47307	6919
4362	47323	6909
4363	47339	6899
4364	47356	6889
4365	47371	6878
4366	47412	6872
4367	47449	6865
4368	47479	6857
4369	47498	6847
4370	47519	6838
4371	47540	6828
4372	47555	6818
4373	47570	6808
4374	47585	6797
4375	47598	6787
4376	47611	6776
4377	47624	6766
4378	47638	6755
4379	47652	6745
4380	47701	6739
4381	47726	6730
4382	47740	6720
4383	47758	6710
4384	47774	6700
4385	47795	6690
4386	47811	6680
4387	47829	6670
4388	47844	6660
4389	47860	6650
4390	47877	6640
4391	47892	6629
4392	47908	6619
4393	47920	6608
4394	47930	6597
4395	47941	6587
4396	47956	6576
4397	47968	6565
4398	47978	6554
4399	47989	6544
4400	48001	6533
4401	48011	6522
4402	48023	6511
4403	48035	6500
4404	48050	6490
4405	48062	6479
4406	48073	6468
4407	48083	6457
4408	48093	6446
4409	48105	6435
4410	48118	6425
4411	48131	6414
4412	48143	6403
4413	48156	6393
4414	48168	6382
4415	48180	6371
4416	48194	6361
4417	48205	6350
4418	48217	6339
4419	48228	6328
4420	48239	6317
4421	48252	6307
4422	48264	6296
4423	48275	6285
4424	48287	6274
4425	48300	6264
4426	48311	6253
4427	48322	6242
4428	48335	6231
4429	48347	6220
4430	48359	6209
4431	48371	6199
4432	48384	6188
4433	48397	6177
4434	48407	6166
4435	48421	6156
4436	48434	6145
4437	48448	6135
4438	48459	6124
4439	48470	6113
4440	48484	6102
4441	48498	6092
4442	48510	6081
4443	48522	6070
4444	48535	6060
4445	48549	6049
4446	48563	6039
4447	48576	6028
4448	48587	6017
4449	48600	6006
4450	48613	5996
4451	48626	5985
4452	48636	5974
4453	48650	5963
4454	48663	5953
4455	48676	5942
4456	48687	5931
4457	48699	5920
4458	48713	5910
4459	48725	5899
4460	48735	5888
4461	48766	5879
4462	48779	5869
4463	48792	5858
4464	48802	5847
4465	48814	5836
4466	48826	5825
4467	48837	5815
4468	48848	5804
4469	48860	5793
4470	48872	5782
4471	48882	5771
4472	48895	5760
4473	48907	5749
4474	48917	5738
4475	48930	5728
4476	48949	5718
4477	48993	5711
4478	49050	5705
4479	49080	5696
4480	49110	5688
4481	49126	5677
4482	49149	5668
4483	49172	5658
4484	49188	5648
4485	49206	5638
4486	49220	5627
4487	49235	5616
4488	49249	5606
4489	49266	5595
4490	49281	5585
4491	49302	5575
4492	49337	5567
4493	49396	5561
4494	49436	5554
4495	49488	5547
4496	49554	5542
4497	49585	5533
4498	49636	5527
4499	49668	5518
4500	49682	5507
4501	49692	5496
4502	49704	5485
4503	49717	5475
4504	49732	5464
4505	49745	5453
4506	49758	5442
4507	49769	5431
4508	49782	5421
4509	49804	5411
4510	49820	5400
4511	49842	5390
4512	49867	5381
4513	49881	5370
4514	49895	5359
4515	49909	5349
4516	49921	5338
4517	49934	5327
4518	49948	5316
4519	49961	5305
4520	49975	5294
4521	49989	5284
4522	50021	5275
4523	50044	5265
4524	50056	5254
4525	50067	5243
4526	50078	5232
4527	50091	5221
4528	50101	5210
4529	50112	5199
4530	50126	5188
4531	50138	5177
4532	50148	5166
4533	50160	5155
4534	50172	5144
4535	50183	5133
4536	50196	5122
4537	50209	5111
4538	50222	5100
4539	50234	5089
4540	50246	5078
4541	50261	5068
4542	50274	5057
4543	50286	5046
4544	50299	5035
4545	50314	5024
4546	50328	5014
4547	50344	5003
4548	50363	4993
4549	50385	4983
4550	50400	4972
4551	50415	4961
4552	50436	4951
4553	50454	4941
4554	50470	4930
4555	50485	4919
4556	50514	4910
4557	50543	4901
4558	50559	4890
4559	50574	4880
4560	50589	4869
4561	50607	4858
4562	50627	4848
4563	50652	4838
4564	50672	4828
4565	50697	4818
4566	50720	4808
4567	50740	4798
4568	50760	4788
4569	50776	4777
4570	50791	4766
4571	50803	4755
4572	50818	4745
4573	50832	4734
4574	50847	4723
4575	50859	4712
4576	50875	4701
4577	50898	4691
4578	50915	4681
4579	50933	4670
4580	50976	4662
4581	51002	4652
4582	51028	4642
4583	51058	4633
4584	51106	4625
4585	51132	4615
4586	51149	4605
4587	51163	4594
4588	51186	4584
4589	51202	4573
4590	51218	4562
4591	51234	4552
4592	51255	4541
4593	51273	4531
4594	51287	4520
4595	51301	4509
4596	51316	4498
4597	51330	4487
4598	51344	4476
4599	51357	4465
4600	51369	4454
4601	51383	4443
4602	51397	4432
4603	51410	4421
4604	51422	4410
4605	51436	4399
4606	51450	4388
4607	51467	4378
4608	51481	4367
4609	51495	4356
4610	51508	4345
4611	51520	4334
4612	51532	4323
4613	51548	4312
4614	51562	4301
4615	51576	4290
4616	51588	4279
4617	51601	4268
4618	51623	4258
4619	51642	4247
4620	51654	4236
4621	51668	4225
4622	51683	4214
4623	51702	4204
4624	51717	4193
4625	51729	4182
4626	51741	4171
4627	51754	4160
4628	51771	4149
4629	51787	4138
4630	51802	4127
4631	51815	4116
4632	51828	4105
4633	51845	4094
4634	51859	4083
4635	51873	4072
4636	51885	4061
4637	51896	4050
4638	51911	4039
4639	51930	4029
4640	51953	4018
4641	51968	4007
4642	51983	3996
4643	51999	3986
4644	52013	3975
4645	52026	3964
4646	52039	3953
4647	52050	3941
4648	52064	3930
4649	52077	3919
4650	52091	3908
4651	52106	3897
4652	52120	3886
4653	52130	3875
4654	52140	3864
4655	52150	3853
4656	52160	3841
4657	52171	3830
4658	52184	3819
4659	52197	3808
4660	52210	3797
4661	52222	3786
4662	52236	3775
4663	52267	3765
4664	52280	3754
4665	52293	3743
4666	52305	3732
4667	52317	3720
4668	52336	3710
4669	52353	3699
4670	52370	3688
4671	52388	3677
4672	52408	3667
4673	52438	3657
4674	52457	3646
4675	52473	3635
4676	52491	3625
4677	52508	3614
4678	52519	3603
4679	52531	3591
4680	52544	3580
4681	52558	3569
4682	52570	3558
4683	52583	3547
4684	52603	3536
4685	52619	3525
4686	52633	3514
4687	52647	3503
4688	52661	3492
4689	52675	3481
4690	52687	3470
4691	52701	3459
4692	52715	3448
4693	52748	3438
4694	52765	3427
4695	52855	3421
4696	52880	3411
4697	52891	3400
4698	52906	3389
4699	52920	3377
4700	52942	3367
4701	52960	3356
4702	52975	3345
4703	52989	3334
4704	53004	3323
4705	53075	3315
4706	53179	3310
4707	53203	3299
4708	53222	3288
4709	53247	3278
4710	53263	3267
4711	53280	3256
4712	53296	3245
4713	53369	3237
4714	53388	3227
4715	53461	3219
4716	53524	3211
4717	53561	3201
4718	53596	3191
4719	53645	3182
4720	53689	3172
4721	53721	3162
4722	53769	3153
4723	53798	3143
4724	53825	3132
4725	53873	3123
4726	53924	3114
4727	53951	3103
4728	53969	3092
4729	54013	3083
4730	54031	3072
4731	54052	3061
4732	54073	3050
4733	54090	3039
4734	54106	3028
4735	54122	3016
4736	54138	3005
4737	54157	2994
4738	54177	2983
4739	54192	2972
4740	54205	2961
4741	54218	2949
4742	54234	2938
4743	54272	2928
4744	54290	2917
4745	54310	2906
4746	54332	2895
4747	54348	2884
4748	54377	2874
4749	54395	2862
4750	54416	2851
4751	54435	2840
4752	54451	2829
4753	54464	2818
4754	54500	2808
4755	54519	2797
4756	54543	2786
4757	54562	2775
4758	54580	2763
4759	54595	2752
4760	54613	2741
4761	54636	2730
4762	54655	2719
4763	54701	2709
4764	54773	2701
4765	54806	2690
4766	54851	2681
4767	54875	2670
4768	54919	2660
4769	54964	2650
4770	55014	2640
4771	55103	2632
4772	55140	2622
4773	55189	2612
4774	55224	2602
4775	55257	2591
4776	55290	2581
4777	55334	2571
4778	55363	2560
4779	55382	2548
4780	55400	2537
4781	55418	2526
4782	55439	2515
4783	55456	2503
4784	55473	2492
4785	55493	2481
4786	55514	2470
4787	55532	2458
4788	55550	2447
4789	55570	2436
4790	55586	2424
4791	55603	2413
4792	55621	2402
4793	55641	2390
4794	55662	2379
4795	55679	2368
4796	55694	2356
4797	55711	2345
4798	55729	2334
4799	55754	2323
4800	55775	2311
4801	55793	2300
4802	55812	2289
4803	55836	2278
4804	55854	2266
4805	55872	2255
4806	55891	2244
4807	55922	2233
4808	55946	2222
4809	55965	2210
4810	55983	2199
4811	56001	2187
4812	56033	2177
4813	56048	2165
4814	56073	2154
4815	56090	2142
4816	56106	2131
4817	56124	2120
4818	56139	2108
4819	56155	2097
4820	56171	2085
4821	56213	2075
4822	56240	2063
4823	56264	2052
4824	56287	2041
4825	56308	2030
4826	56330	2018
4827	56348	2007
4828	56366	1995
4829	56380	1984
4830	56395	1972
4831	56409	1961
4832	56421	1949
4833	56436	1938
4834	56450	1926
4835	56466	1914
4836	56480	1903
4837	56495	1891
4838	56508	1880
4839	56525	1868
4840	56539	1857
4841	56554	1845
4842	56570	1833
4843	56591	1822
4844	56605	1810
4845	56620	1799
4846	56634	1787
4847	56652	1776
4848	56669	1764
4849	56686	1753
4850	56701	1741
4851	56716	1730
4852	56730	1718
4853	56745	1706
4854	56761	1695
4855	56777	1683
4856	56798	1672
4857	56816	1660
4858	56830	1649
4859	56843	1637
4860	56859	1625
4861	56876	1614
4862	56890	1602
4863	56902	1591
4864	56915	1579
4865	56928	1567
4866	56942	1556
4867	56955	1544
4868	56968	1532
4869	56982	1521
4870	56996	1509
4871	57032	1498
4872	57051	1486
4873	57093	1475
4874	57138	1465
4875	57158	1453
4876	57179	1442
4877	57199	1430
4878	57224	1419
4879	57257	1407
4880	57283	1396
4881	57305	1385
4882	57330	1373
4883	57353	1362
4884	57372	1350
4885	57389	1339
4886	57414	1327
4887	57439	1316
4888	57477	1304
4889	57506	1293
4890	57523	1281
4891	57540	1270
4892	57555	1258
4893	57568	1246
4894	57589	1235
4895	57605	1223
4896	57619	1211
4897	57632	1200
4898	57644	1188
4899	57662	1176
4900	57679	1165
4901	57694	1153
4902	57715	1141
4903	57734	1130
4904	57752	1118
4905	57769	1106
4906	57785	1095
4907	57800	1083
4908	57815	1071
4909	57832	1060
4910	57858	1048
4911	57882	1036
4912	57909	1025
4913	57935	1013
4914	57959	1002
4915	57981	990
4916	57999	979
4917	58016	967
4918	58036	955
4919	58054	943
4920	58074	932
4921	58105	920
4922	58120	909
4923	58191	898
4924	58222	886
4925	58248	875
4926	58275	863
4927	58306	851
4928	58322	840
4929	58338	828
4930	58354	816
4931	58368	804
4932	58384	792
4933	58399	781
4934	58422	769
4935	58468	758
4936	58484	746
4937	58502	734
4938	58529	722
4939	58558	711
4940	58579	699
4941	58598	687
4942	58612	675
4943	58633	664
4944	58650	652
4945	58665	640
4946	58684	628
4947	58699	616
4948	58729	605
4949	58751	593
4950	58784	581
4951	58810	570
4952	58831	558
