match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
PuckChamp vs Fantastic Five,1.61-2.14,1.13-5.40,-,05 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']",Fantastic Five,"['dream`', 'Askold', 'Shergarat', 'jAMES', 'Seleri']","['Beastmaster', 'Lycan', 'Io', 'Night Stalker', 'Storm Spirit', 'Puck', 'Tiny']","['Keeper of the Light', 'Pangolier', 'Invoker', 'Batrider', 'Mars', 'Lion', 'Shadow Demon']","['Gyrocopter', 'Lina', 'Bloodseeker', 'Shadow Shaman', 'Omniknight']","['Morphling', 'Ember Spirit', 'Tidehunter', 'Rubick', 'Sven']","<span class=""team__title-label"">Победа</span>",,25 : 13
PuckChamp vs Fantastic Five,1.61-2.14,1.13-5.40,-,05 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']",Fantastic Five,"['dream`', 'Askold', 'Blizzy', 'jAMES', 'Seleri']","['Night Stalker', 'Beastmaster', 'Slark', 'Sven', 'Lifestealer', 'Medusa', 'Anti-Mage']","['Keeper of the Light', 'Omniknight', 'Tidehunter', 'Mars', 'Lina', 'Queen of Pain', 'Storm Spirit']","['Gyrocopter', 'Invoker', 'Sand King', 'Rubick', 'Pangolier']","['Bloodseeker', 'Batrider', 'Magnus', 'Windranger', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,27 : 26
Spider Pigzs vs Team Empire,2.61-1.46,7.00-1.08,-,05 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Shachlo', 'Smiling Knight', 'Lorenof', 'sayuw', 'VANSKOR']",Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']","['Keeper of the Light', 'Bane', 'Batrider', 'Morphling', 'Phantom Lancer', 'Void Spirit', 'Viper']","['Lina', 'Omniknight', 'Shadow Fiend', 'Sven', 'Clinkz', 'Invoker', 'Ember Spirit']","['Vengeful Spirit', 'Medusa', 'Storm Spirit', 'Pangolier', 'Clockwerk']","['Luna', 'Death Prophet', 'Bloodseeker', 'Lion', 'Treant Protector']","<span class=""team__title-label"">Победа</span>",,31 : 26
Spider Pigzs vs Team Empire,2.61-1.46,7.00-1.08,-,05 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']",Team Empire,"['Shachlo', 'Smiling Knight', 'Lorenof', 'sayuw', 'VANSKOR']","['Vengeful Spirit', 'Omniknight', 'Winter Wyvern', 'Medusa', 'Lifestealer', 'Storm Spirit', 'Invoker']","['Keeper of the Light', 'Lina', 'Tidehunter', 'Lycan', 'Mars', 'Batrider', 'Queen of Pain']","['Sven', 'Snapfire', 'Beastmaster', 'Phoenix', 'Pangolier']","['Bloodseeker', 'Sniper', 'Void Spirit', 'Lion', 'Treant Protector']","<span class=""team__title-label"">Победа</span>",,21 : 12
Spider Pigzs vs Team Empire,2.61-1.46,7.00-1.08,-,05 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Shachlo', 'Smiling Knight', 'Lorenof', 'sayuw', 'VANSKOR']",Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']","['Keeper of the Light', 'Pangolier', 'Batrider', 'Lycan', 'Invoker', 'Queen of Pain', 'Snapfire']","['Lina', 'Shadow Demon', 'Beastmaster', 'Storm Spirit', 'Lion', 'Mars', 'Dragon Knight']","['Axe', 'Gyrocopter', 'Leshrac', 'Dark Willow', 'Omniknight']","['Morphling', 'Void Spirit', 'Tidehunter', 'Rubick', 'Sven']","<span class=""team__title-label"">Победа</span>",,23 : 9
Team Aster vs Vici Gaming,1.48-2.68,1.02-11.00,-,05 Сентября 14:16 2021,i-League 2021 Season 2,Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']",Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']","['Lina', 'Monkey King', 'Slark', 'Clinkz', 'Ursa', 'Lifestealer', 'Troll Warlord']","['Lion', 'Keeper of the Light', 'Bloodseeker', 'Omniknight', 'Tidehunter', 'Void Spirit', 'Razor']","['Sven', 'Puck', 'Dragon Knight', 'Phoenix', 'Grimstroke']","['Luna', 'Queen of Pain', 'Pangolier', 'Pudge', 'Chen']","<span class=""team__title-label"">Победа</span>",,21 : 15
Team Aster vs Vici Gaming,1.48-2.68,1.02-11.00,-,05 Сентября 14:16 2021,i-League 2021 Season 2,Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Lion', 'Keeper of the Light', 'Sven', 'Omniknight', 'Phoenix', 'Phantom Lancer', 'Ursa']","['Monkey King', 'Lina', 'Juggernaut', 'Storm Spirit', 'Lifestealer', 'Morphling', 'Terrorblade']","['Medusa', 'Queen of Pain', 'Vengeful Spirit', 'Pudge', 'Lich']","['Anti-Mage', 'Void Spirit', 'Bloodseeker', 'Pangolier', 'Shadow Demon']","<span class=""team__title-label"">Победа</span>",,39 : 26
Team Aster vs Vici Gaming,1.48-2.68,1.02-11.00,-,05 Сентября 14:16 2021,i-League 2021 Season 2,Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']",Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']","['Monkey King', 'Lina', 'Storm Spirit', 'Medusa', 'Shadow Fiend', 'Magnus', 'Queen of Pain']","['Lion', 'Keeper of the Light', 'Omniknight', 'Sven', 'Void Spirit', 'Razor', 'Puck']","['Weaver', 'Tinker', 'Bloodseeker', 'Pangolier', 'Shadow Demon']","['Juggernaut', 'Batrider', 'Vengeful Spirit', 'Pudge', 'Lich']",,"<span class=""team__title-label"">Победа</span>",24 : 39
Team Aster vs Vici Gaming,1.48-2.68,1.02-11.00,-,05 Сентября 14:16 2021,i-League 2021 Season 2,Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Lion', 'Keeper of the Light', 'Shadow Demon', 'Phoenix', 'Void Spirit', 'Slardar', 'Doom']","['Monkey King', 'Lina', 'Vengeful Spirit', 'Pangolier', 'Bloodseeker', 'Night Stalker', 'Lycan']","['Sven', 'Storm Spirit', 'Necrophos', 'Pudge', 'Lich']","['Slark', 'Invoker', 'Dragon Knight', 'Grimstroke', 'Omniknight']","<span class=""team__title-label"">Победа</span>",,38 : 21
Vici Gaming vs Invictus Gaming,1.72-2.14,1.09-6.50,-,05 Сентября 10:10 2021,i-League 2021 Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Keeper of the Light', 'Dragon Knight', 'Omniknight', 'Disruptor', 'Templar Assassin', 'Drow Ranger', 'Troll Warlord']","['Lina', 'Monkey King', 'Doom', 'Io', 'Bloodseeker', 'Dark Seer', 'Legion Commander']","['Ursa', 'Void Spirit', 'Timbersaw', 'Nyx Assassin', 'Grimstroke']","['Slark', 'Shadow Fiend', 'Tidehunter', 'Lion', 'Pangolier']",,"<span class=""team__title-label"">Победа</span>",20 : 30
Vici Gaming vs Invictus Gaming,1.72-2.14,1.09-6.50,-,05 Сентября 10:10 2021,i-League 2021 Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Keeper of the Light', 'Dragon Knight', 'Doom', 'Shadow Fiend', 'Slark', 'Templar Assassin', 'Anti-Mage']","['Lina', 'Monkey King', 'Bloodseeker', 'Grimstroke', 'Queen of Pain', 'Terrorblade', 'Phantom Lancer']","['Morphling', 'Storm Spirit', 'Tidehunter', 'Lion', 'Silencer']","['Drow Ranger', 'Razor', 'Night Stalker', 'Shadow Demon', 'Pangolier']","<span class=""team__title-label"">Победа</span>",,19 : 6
Vici Gaming vs Invictus Gaming,1.72-2.14,1.09-6.50,-,05 Сентября 10:10 2021,i-League 2021 Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Keeper of the Light', 'Dragon Knight', 'Disruptor', 'Slark', 'Grimstroke', 'Templar Assassin', 'Shadow Fiend']","['Lina', 'Monkey King', 'Lifestealer', 'Storm Spirit', 'Silencer', 'Invoker', 'Void Spirit']","['Sven', 'Queen of Pain', 'Tidehunter', 'Rubick', 'Io']","['Ursa', 'Tinker', 'Bloodseeker', 'Lion', 'Witch Doctor']",,"<span class=""team__title-label"">Победа</span>",18 : 33
B8 vs HellRaisers,4.45-1.18,1.23-3.90,-,04 Сентября 21:10 2021,Dota 2 Champions League 2021 Season 3,B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']",HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Le don', 'Zayac']","['Sven', 'Night Stalker', 'Shadow Demon', 'Mirana', 'Clinkz', 'Dark Seer', 'Lina']","['Pangolier', 'Beastmaster', 'Slark', 'Omniknight', 'Faceless Void', 'Sand King', 'Tidehunter']","['Luna', 'Void Spirit', 'Legion Commander', 'Keeper of the Light', 'Undying']","['Phantom Lancer', 'Batrider', 'Viper', 'Abaddon', 'Spirit Breaker']","<span class=""team__title-label"">Победа</span>",,33 : 15
B8 vs HellRaisers,4.45-1.18,1.23-3.90,-,04 Сентября 21:10 2021,Dota 2 Champions League 2021 Season 3,HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Le don', 'Zayac']",B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']","['Pangolier', 'Keeper of the Light', 'Faceless Void', 'Luna', 'Morphling', 'Slark', 'Medusa']","['Sven', 'Night Stalker', 'Enchantress', 'Clinkz', 'Phantom Lancer', 'Storm Spirit', 'Ember Spirit']","['Phantom Assassin', 'Monkey King', 'Mars', 'Phoenix', 'Mirana']","['Bloodseeker', 'Void Spirit', 'Beastmaster', 'Shadow Demon', 'Undying']",,"<span class=""team__title-label"">Победа</span>",13 : 30
Team Unique vs Nemiga Gaming,1.37-2.96,5.00-1.15,-,04 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Pangolier', 'Keeper of the Light', 'Shadow Demon', 'Slark', 'Luna', 'Skywrath Mage', 'Queen of Pain']","['Bloodseeker', 'Invoker', 'Tiny', 'Beastmaster', 'Lycan', 'Enigma', 'Monkey King']","['Batrider', 'Sven', 'Razor', 'Rubick', 'Omniknight']","['Lifestealer', 'Lina', 'Night Stalker', 'Windranger', 'Lich']","<span class=""team__title-label"">Победа</span>",,26 : 13
Team Unique vs Nemiga Gaming,1.37-2.96,5.00-1.15,-,04 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Bloodseeker', 'Invoker', 'Tiny', 'Lycan', 'Enigma', 'Batrider', 'Void Spirit']","['Pangolier', 'Keeper of the Light', 'Lich', 'Shadow Demon', 'Beastmaster', 'Disruptor', 'Rubick']","['Slark', 'Lina', 'Tidehunter', 'Lion', 'Phoenix']","['Zeus', 'Sven', 'Night Stalker', 'Dark Willow', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",12 : 30
Team Aster vs Vici Gaming,1.66-2.24,1.11-5.80,-,04 Сентября 15:10 2021,i-League 2021 Season 2,Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Lina', 'Keeper of the Light', 'Silencer', 'Disruptor', 'Vengeful Spirit', 'Storm Spirit', 'Void Spirit']","['Monkey King', 'Grimstroke', 'Terrorblade', 'Razor', 'Dark Seer', 'Magnus', 'Templar Assassin']","['Clinkz', 'Tinker', 'Bloodseeker', 'Pangolier', 'Chen']","['Sven', 'Shadow Fiend', 'Dragon Knight', 'Lion', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",17 : 38
Team Aster vs Vici Gaming,1.66-2.24,1.11-5.80,-,04 Сентября 15:10 2021,i-League 2021 Season 2,Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Keeper of the Light', 'Clockwerk', 'Bloodseeker', 'Omniknight', 'Sven', 'Weaver', 'Medusa']","['Monkey King', 'Lina', 'Slark', 'Ursa', 'Razor', 'Storm Spirit', 'Shadow Fiend']","['Clinkz', 'Magnus', 'Pangolier', 'Shadow Demon', 'Chen']","['Faceless Void', 'Void Spirit', 'Tidehunter', 'Elder Titan', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,24 : 17
Team Aster vs Vici Gaming,1.66-2.24,1.11-5.80,-,04 Сентября 15:10 2021,i-League 2021 Season 2,Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']",Team Aster,"['Monet', 'White丶Album_白学家', 'Xxs', 'Borax', 'LaNm']","['Monkey King', 'Lina', 'Clinkz', 'Slark', 'Ursa', 'Queen of Pain', 'Magnus']","['Keeper of the Light', 'Clockwerk', 'Bloodseeker', 'Omniknight', 'Tidehunter', 'Storm Spirit', 'Void Spirit']","['Weaver', 'Dragon Knight', 'Night Stalker', 'Grimstroke', 'Winter Wyvern']","['Sven', 'Batrider', 'Pangolier', 'Rubick', 'Chen']",,"<span class=""team__title-label"">Победа</span>",9 : 22
Team Empire vs V-Gaming,1.69-2.09,7.50-1.07,-,04 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Smiling Knight', 'depressed kid', 'AfterLife', 'sayuw', 'Suzuya']",V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']","['Night Stalker', 'Bloodseeker', 'Clinkz', 'Luna', 'Slark', 'Tidehunter', 'Sand King']","['Outworld Destroyer', 'Vengeful Spirit', 'Sven', 'Faceless Void', 'Alchemist', 'Phantom Lancer', 'Medusa']","['Lycan', 'Invoker', 'Brewmaster', 'Pangolier', 'Silencer']","['Lina', 'Juggernaut', 'Mars', 'Shadow Demon', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",8 : 22
Team Empire vs V-Gaming,1.69-2.09,7.50-1.07,-,04 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']",Team Empire,"['Smiling Knight', 'depressed kid', 'AfterLife', 'sayuw', 'Suzuya']","['Vengeful Spirit', 'Outworld Destroyer', 'Silencer', 'Sven', 'Phantom Lancer', 'Templar Assassin', 'Shadow Fiend']","['Night Stalker', 'Bloodseeker', 'Juggernaut', 'Faceless Void', 'Mars', 'Brewmaster', 'Slardar']","['Invoker', 'Luna', 'Tidehunter', 'Rubick', 'Disruptor']","['Clinkz', 'Batrider', 'Sand King', 'Lina', 'Treant Protector']","<span class=""team__title-label"">Победа</span>",,31 : 13
Invictus Gaming vs Elephant,2.38-1.60,1.23-3.90,-,04 Сентября 11:30 2021,i-League 2021 Season 2,Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Nyx Assassin', 'Lina', 'Omniknight', 'Timbersaw', 'Ancient Apparition', 'Void Spirit', 'Ember Spirit']","['Monkey King', 'Vengeful Spirit', 'Bloodseeker', 'Storm Spirit', 'Disruptor', 'Ursa', 'Luna']","['Gyrocopter', 'Leshrac', 'Tidehunter', 'Shadow Shaman', 'Io']","['Slark', 'Kunkka', 'Doom', 'Lion', 'Grimstroke']",,"<span class=""team__title-label"">Победа</span>",10 : 21
Invictus Gaming vs Elephant,2.38-1.60,1.23-3.90,-,04 Сентября 11:30 2021,i-League 2021 Season 2,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']","['Nyx Assassin', 'Lina', 'Phoenix', 'Shadow Demon', 'Clockwerk', 'Winter Wyvern', 'Beastmaster']","['Elder Titan', 'Lion', 'Templar Assassin', 'Dark Seer', 'Phantom Lancer', 'Kunkka', 'Queen of Pain']","['Monkey King', 'Snapfire', 'Lycan', 'Earthshaker', 'Oracle']","['Sven', 'Shadow Fiend', 'Vengeful Spirit', 'Windranger', 'Silencer']",,"<span class=""team__title-label"">Победа</span>",13 : 21
Invictus Gaming vs Elephant,2.38-1.60,1.23-3.90,-,04 Сентября 11:30 2021,i-League 2021 Season 2,Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Lina', 'Nyx Assassin', 'Io', 'Grimstroke', 'Shadow Fiend', 'Oracle', 'Omniknight']","['Vengeful Spirit', 'Monkey King', 'Templar Assassin', 'Storm Spirit', 'Silencer', 'Luna', 'Troll Warlord']","['Clinkz', 'Void Spirit', 'Dragon Knight', 'Phoenix', 'Tidehunter']","['Ursa', 'Ember Spirit', 'Doom', 'Lion', 'Undying']",,"<span class=""team__title-label"">Победа</span>",33 : 43
PuckChamp vs HellRaisers,1.79-1.95,11.00-1.02,-,03 Сентября 21:10 2021,Dota 2 Champions League 2021 Season 3,PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']",HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Le don', 'Zayac']","['Omniknight', 'Pangolier', 'Batrider', 'Night Stalker', 'Ember Spirit', 'Sand King', 'Axe']","['Lina', 'Bloodseeker', 'Slark', 'Faceless Void', 'Templar Assassin', 'Monkey King', 'Troll Warlord']","['Lifestealer', 'Storm Spirit', 'Tidehunter', 'Lion', 'Phoenix']","['Sven', 'Invoker', 'Mars', 'Keeper of the Light', 'Mirana']",,"<span class=""team__title-label"">Победа</span>",7 : 23
PuckChamp vs HellRaisers,1.79-1.95,11.00-1.02,-,03 Сентября 21:10 2021,Dota 2 Champions League 2021 Season 3,HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Le don', 'Zayac']",PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']","['Pangolier', 'Keeper of the Light', 'Venomancer', 'Viper', 'Lina', 'Storm Spirit', 'Puck']","['Batrider', 'Omniknight', 'Bloodseeker', 'Beastmaster', 'Leshrac', 'Tiny', 'Kunkka']","['Sven', 'Void Spirit', 'Sand King', 'Ancient Apparition', 'Shadow Demon']","['Slark', 'Invoker', 'Night Stalker', 'Rubick', 'Io']","<span class=""team__title-label"">Победа</span>",,37 : 22
Team Unique vs V-Gaming,2.01-1.75,9.30-1.04,-,03 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Silencer', 'Pangolier', 'Queen of Pain', 'Slark', 'Storm Spirit', 'Morphling', 'Lifestealer']","['Lina', 'Viper', 'Weaver', 'Tidehunter', 'Medusa', 'Lion', 'Shadow Demon']","['Batrider', 'Sven', 'Night Stalker', 'Enigma', 'Omniknight']","['Luna', 'Void Spirit', 'Beastmaster', 'Keeper of the Light', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",10 : 22
Team Unique vs V-Gaming,2.01-1.75,9.30-1.04,-,03 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']","['Bloodseeker', 'Keeper of the Light', 'Phantom Lancer', 'Weaver', 'Sven', 'Omniknight', 'Abaddon']","['Lina', 'Beastmaster', 'Queen of Pain', 'Void Spirit', 'Disruptor', 'Lycan', 'Brewmaster']","['Clinkz', 'Storm Spirit', 'Legion Commander', 'Pangolier', 'Silencer']","['Batrider', 'Slark', 'Night Stalker', 'Lion', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",7 : 18
Team Unique vs V-Gaming,2.01-1.75,9.30-1.04,-,03 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Beastmaster', 'Keeper of the Light', 'Omniknight', 'Storm Spirit', 'Tidehunter', 'Brewmaster', 'Phantom Lancer']","['Lina', 'Night Stalker', 'Lycan', 'Slark', 'Sven', 'Invoker', 'Viper']","['Shadow Fiend', 'Luna', 'Bloodseeker', 'Shadow Demon', 'Disruptor']","['Gyrocopter', 'Ember Spirit', 'Mars', 'Pangolier', 'Rubick']","<span class=""team__title-label"">Победа</span>",,22 : 11
Nemiga Gaming vs Team Empire,3.11-1.34,7.50-1.07,-,03 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']",Team Empire,"['Smiling Knight', 'depressed kid', 'AfterLife', 'sayuw', 'VANSKOR']","['Invoker', 'Lina', 'Night Stalker', 'Phantom Lancer', 'Shadow Demon', 'Lycan', 'Lifestealer']","['Monkey King', 'Beastmaster', 'Viper', 'Sven', 'Batrider', 'Void Spirit', 'Puck']","['Tiny', 'Clinkz', 'Bloodseeker', 'Keeper of the Light', 'Omniknight']","['Faceless Void', 'Shadow Fiend', 'Vengeful Spirit', 'Pangolier', 'Abaddon']",,"<span class=""team__title-label"">Победа</span>",27 : 12
Nemiga Gaming vs Team Empire,3.11-1.34,7.50-1.07,-,03 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Smiling Knight', 'depressed kid', 'AfterLife', 'sayuw', 'VANSKOR']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Monkey King', 'Keeper of the Light', 'Faceless Void', 'Winter Wyvern', 'Slark', 'Tiny', 'Death Prophet']","['Invoker', 'Shadow Fiend', 'Enchantress', 'Omniknight', 'Lich', 'Storm Spirit', 'Puck']","['Sven', 'Outworld Destroyer', 'Sand King', 'Pangolier', 'Jakiro']","['Queen of Pain', 'Alchemist', 'Beastmaster', 'Lina', 'Shadow Demon']","<span class=""team__title-label"">Победа</span>",,32 : 18
Royal Never Give Up vs Elephant,2.68-1.48,11.00-1.02,-,03 Сентября 14:55 2021,i-League 2021 Season 2,Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']",Royal Never Give Up,"['God-King', 'Dstones', 'Flyby', 'FelixCiaoBa', 'RedPanda']","['Invoker', 'Lina', 'Lion', 'Omniknight', 'Dark Seer', 'Phantom Lancer', 'Spectre']","['Storm Spirit', 'Void Spirit', 'Ember Spirit', 'Batrider', 'Viper', 'Clinkz', 'Magnus']","['Luna', 'Shadow Fiend', 'Vengeful Spirit', 'Phoenix', 'Nyx Assassin']","['Bloodseeker', 'Queen of Pain', 'Pangolier', 'Monkey King', 'Ogre Magi']","<span class=""team__title-label"">Победа</span>",,29 : 28
Royal Never Give Up vs Elephant,2.68-1.48,11.00-1.02,-,03 Сентября 14:55 2021,i-League 2021 Season 2,Royal Never Give Up,"['God-King', 'Dstones', 'Flyby', 'FelixCiaoBa', 'RedPanda']",Elephant,"['Eurus', 'Somnus`M', 'Yang', 'fy', 'Super']","['Lina', 'Nyx Assassin', 'Tidehunter', 'Bloodseeker', 'Void Spirit', 'Slardar', 'Dragon Knight']","['Invoker', 'Viper', 'Shadow Fiend', 'Batrider', 'Phoenix', 'Lycan', 'Beastmaster']","['Weaver', 'Leshrac', 'Vengeful Spirit', 'Io', 'Venomancer']","['Monkey King', 'Tiny', 'Night Stalker', 'Ogre Magi', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",23 : 34
Invictus Gaming vs Team MagMa,1.27-3.88,1.12-5.55,-,03 Сентября 11:10 2021,i-League 2021 Season 2,Team MagMa,"['白也', 'Dust', 'Tzy', 'mianmian', 'Kazz']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Nyx Assassin', 'Lina', 'Storm Spirit', 'Clinkz', 'Void Spirit', 'Ember Spirit', 'Kunkka']","['Clockwerk', 'Monkey King', 'Ursa', 'Phoenix', 'Templar Assassin', 'Leshrac', 'Shadow Fiend']","['Bloodseeker', 'Mars', 'Slardar', 'Io', 'Disruptor']","['Slark', 'Invoker', 'Night Stalker', 'Keeper of the Light', 'Omniknight']","<span class=""team__title-label"">Победа</span>",,29 : 9
Invictus Gaming vs Team MagMa,1.27-3.88,1.12-5.55,-,03 Сентября 11:10 2021,i-League 2021 Season 2,Team MagMa,"['白也', 'Dust', 'Tzy', 'mianmian', 'Kazz']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Nyx Assassin', 'Lina', 'Storm Spirit', 'Clinkz', 'Void Spirit', 'Morphling', 'Razor']","['Clockwerk', 'Mars', 'Mirana', 'Templar Assassin', 'Shadow Fiend', 'Lycan', 'Slardar']","['Lifestealer', 'Monkey King', 'Timbersaw', 'Disruptor', 'Silencer']","['Troll Warlord', 'Ember Spirit', 'Viper', 'Phoenix', 'Elder Titan']",,"<span class=""team__title-label"">Победа</span>",17 : 29
Invictus Gaming vs Team MagMa,1.27-3.88,1.12-5.55,-,03 Сентября 11:10 2021,i-League 2021 Season 2,Team MagMa,"['白也', 'Dust', 'Tzy', 'mianmian', 'Kazz']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Lina', 'Nyx Assassin', 'Viper', 'Clinkz', 'Troll Warlord', 'Weaver', 'Drow Ranger']","['Mars', 'Monkey King', 'Razor', 'Batrider', 'Storm Spirit', 'Bloodseeker', 'Lycan']","['Ursa', 'Death Prophet', 'Timbersaw', 'Lion', 'Enchantress']","['Magnus', 'Templar Assassin', 'Venomancer', 'Earthshaker', 'Elder Titan']",,"<span class=""team__title-label"">Победа</span>",12 : 28
PuckChamp vs B8,1.18-4.45,1.27-3.55,-,02 Сентября 21:30 2021,Dota 2 Champions League 2021 Season 3,PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']",B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']","['Beastmaster', 'Omniknight', 'Phantom Lancer', 'Slark', 'Lifestealer', 'Mars', 'Viper']","['Lina', 'Pangolier', 'Lycan', 'Io', 'Medusa', 'Invoker', 'Ember Spirit']","['Sven', 'Void Spirit', 'Sand King', 'Keeper of the Light', 'Vengeful Spirit']","['Luna', 'Queen of Pain', 'Night Stalker', 'Shadow Demon', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,23 : 6
