match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
PuckChamp vs B8,1.18-4.45,1.27-3.55,-,02 Сентября 21:30 2021,Dota 2 Champions League 2021 Season 3,B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']",PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']","['Lina', 'Pangolier', 'Slark', 'Batrider', 'Bloodseeker', 'Ember Spirit', 'Invoker']","['Beastmaster', 'Keeper of the Light', 'Omniknight', 'Night Stalker', 'Brewmaster', 'Mars', 'Dark Seer']","['Sven', 'Viper', 'Void Spirit', 'Shadow Demon', 'Undying']","['Medusa', 'Storm Spirit', 'Tidehunter', 'Lion', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,37 : 14
PuckChamp vs B8,1.18-4.45,1.27-3.55,-,02 Сентября 21:30 2021,Dota 2 Champions League 2021 Season 3,B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Gatciy']",PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']","['Lina', 'Pangolier', 'Sand King', 'Batrider', 'Void Spirit', 'Ember Spirit', 'Storm Spirit']","['Beastmaster', 'Omniknight', 'Slark', 'Lifestealer', 'Faceless Void', 'Viper', 'Puck']","['Phantom Lancer', 'Invoker', 'Night Stalker', 'Shadow Demon', 'Undying']","['Sven', 'Queen of Pain', 'Mars', 'Keeper of the Light', 'Phoenix']",,"<span class=""team__title-label"">Победа</span>",10 : 30
Nemiga Gaming vs qwerty44,1.07-6.55,1.20-4.20,-,02 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Beastmaster', 'Mars', 'Queen of Pain', 'Storm Spirit', 'Invoker', 'Tiny', 'Tidehunter']","['Lina', 'Broodmother', 'Clinkz', 'Weaver', 'Bloodseeker', 'Night Stalker', 'Death Prophet']","['Gyrocopter', 'Batrider', 'Lycan', 'Lion', 'Omniknight']","['Pangolier', 'Slark', 'Monkey King', 'Shadow Demon', 'Abaddon']",,"<span class=""team__title-label"">Победа</span>",5 : 25
Nemiga Gaming vs qwerty44,1.07-6.55,1.20-4.20,-,02 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Monkey King', 'Omniknight', 'Pangolier', 'Shadow Demon', 'Slark', 'Sven', 'Alchemist']","['Broodmother', 'Night Stalker', 'Phantom Lancer', 'Mars', 'Weaver', 'Sand King', 'Legion Commander']","['Clinkz', 'Invoker', 'Faceless Void', 'Lion', 'Enchantress']","['Puck', 'Naga Siren', 'Beastmaster', 'Lina', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,39 : 25
Nemiga Gaming vs qwerty44,1.07-6.55,1.20-4.20,-,02 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Pangolier', 'Monkey King', 'Shadow Demon', 'Beastmaster', 'Night Stalker', 'Vengeful Spirit', 'Mars']","['Broodmother', 'Lina', 'Morphling', 'Clinkz', 'Slark', 'Medusa', 'Gyrocopter']","['Weaver', 'Invoker', 'Undying', 'Lion', 'Faceless Void']","['Void Spirit', 'Sven', 'Bloodseeker', 'Keeper of the Light', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",12 : 47
Team Unique vs Spider Pigzs,1.37-2.95,9.30-1.04,-,02 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Omniknight', 'Clinkz', 'Beastmaster', 'Rubick', 'Bloodseeker', 'Phoenix', 'Mirana']","['Lina', 'Keeper of the Light', 'Night Stalker', 'Monkey King', 'Slark', 'Razor', 'Legion Commander']","['Sven', 'Viper', 'Slardar', 'Lion', 'Pangolier']","['Lifestealer', 'Ember Spirit', 'Tidehunter', 'Silencer', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,32 : 12
Team Unique vs Spider Pigzs,1.37-2.95,9.30-1.04,-,02 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']","['Invoker', 'Clinkz', 'Viper', 'Void Spirit', 'Night Stalker', 'Batrider', 'Storm Spirit']","['Lina', 'Omniknight', 'Bloodseeker', 'Sven', 'Beastmaster', 'Tidehunter', 'Timbersaw']","['Luna', 'Ember Spirit', 'Sand King', 'Keeper of the Light', 'Disruptor']","['Juggernaut', 'Pangolier', 'Lycan', 'Lion', 'Gyrocopter']",,"<span class=""team__title-label"">Победа</span>",17 : 20
PuckChamp vs Team Unique,2.97-1.36,1.11-5.80,-,01 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']","['Keeper of the Light', 'Lina', 'Silencer', 'Medusa', 'Luna', 'Techies', 'Lion']","['Clinkz', 'Omniknight', 'Templar Assassin', 'Lifestealer', 'Faceless Void', 'Storm Spirit', 'Kunkka']","['Morphling', 'Puck', 'Bloodseeker', 'Rubick', 'Phoenix']","['Gyrocopter', 'Invoker', 'Pangolier', 'Shadow Shaman', 'Io']",,"<span class=""team__title-label"">Победа</span>",15 : 22
PuckChamp vs Team Unique,2.97-1.36,1.11-5.80,-,01 Сентября 18:10 2021,Dota 2 Champions League 2021 Season 3,PuckChamp,"['krylat', 'young G', 'meLes', 'Astral', 'Dukalis']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Omniknight', 'Pangolier', 'Beastmaster', 'Tidehunter', 'Invoker', 'Leshrac', 'Storm Spirit']","['Night Stalker', 'Keeper of the Light', 'Phantom Lancer', 'Io', 'Lycan', 'Silencer', 'Nyx Assassin']","['Slark', 'Lina', 'Bloodseeker', 'Lion', 'Vengeful Spirit']","['Clinkz', 'Snapfire', 'Sand King', 'Rubick', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,22 : 16
B8 vs V-Gaming,5.45-1.13,10.00-1.03,-,01 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']",B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Deihra']","['Tidehunter', 'Shadow Demon', 'Queen of Pain', 'Storm Spirit', 'Legion Commander', 'Windranger', 'Leshrac']","['Viper', 'Lina', 'Sven', 'Slark', 'Beastmaster', 'Lycan', 'Phantom Lancer']","['Batrider', 'Terrorblade', 'Night Stalker', 'Keeper of the Light', 'Disruptor']","['Clinkz', 'Puck', 'Vengeful Spirit', 'Nyx Assassin', 'Pangolier']","<span class=""team__title-label"">Победа</span>",,31 : 7
B8 vs V-Gaming,5.45-1.13,10.00-1.03,-,01 Сентября 15:10 2021,Dota 2 Champions League 2021 Season 3,B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Deihra']",V-Gaming,"['MALYW GRUT !', 'Naive-', 'destroyed', 'ArrOw', 'malady']","['Viper', 'Lina', 'Clinkz', 'Batrider', 'Disruptor', 'Drow Ranger', 'Luna']","['Beastmaster', 'Tidehunter', 'Phantom Lancer', 'Storm Spirit', 'Medusa', 'Queen of Pain', 'Razor']","['Faceless Void', 'Night Stalker', 'Jakiro', 'Keeper of the Light', 'Snapfire']","['Puck', 'Templar Assassin', 'Bloodseeker', 'Shadow Demon', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",14 : 48
Spider Pigzs vs HellRaisers,2.25-1.60,2.62-1.45,-,31 Августа 22:20 2021,Dota 2 Champions League 2021 Season 3,HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Zayac', 'Le don']",Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']","['Void Spirit', 'Bloodseeker', 'Night Stalker', 'Sven', 'Morphling', 'Slark', 'Faceless Void']","['Keeper of the Light', 'Omniknight', 'Lycan', 'Beastmaster', 'Storm Spirit', 'Batrider', 'Invoker']","['Clinkz', 'Razor', 'Pangolier', 'Hoodwink', 'Disruptor']","['Phantom Lancer', 'Lina', 'Tidehunter', 'Phoenix', 'Bane']",,"<span class=""team__title-label"">Победа</span>",17 : 29
Spider Pigzs vs HellRaisers,2.25-1.60,2.62-1.45,-,31 Августа 22:20 2021,Dota 2 Champions League 2021 Season 3,Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']",HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Le don', 'Zayac']","['Monkey King', 'Night Stalker', 'Phantom Lancer', 'Slark', 'Batrider', 'Storm Spirit', 'Razor']","['Keeper of the Light', 'Pangolier', 'Abaddon', 'Treant Protector', 'Rubick', 'Void Spirit', 'Phoenix']","['Clinkz', 'Invoker', 'Undying', 'Lina', 'Tidehunter']","['Sven', 'Puck', 'Mars', 'Omniknight', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",10 : 28
Spider Pigzs vs HellRaisers,2.25-1.60,2.62-1.45,-,31 Августа 22:20 2021,Dota 2 Champions League 2021 Season 3,Spider Pigzs,"['lil pleb', 'No!ob', 'Funn1k', 'OmaR', 'LeBron']",HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Le don', 'Zayac']","['Omniknight', 'Shadow Demon', 'Lifestealer', 'Luna', 'Beastmaster', 'Bloodseeker', 'Disruptor']","['Keeper of the Light', 'Pangolier', 'Sven', 'Void Spirit', 'Templar Assassin', 'Tidehunter', 'Lycan']","['Slark', 'Lina', 'Centaur Warrunner', 'Phoenix', 'Lich']","['Faceless Void', 'Invoker', 'Night Stalker', 'Ancient Apparition', 'Mirana']",,"<span class=""team__title-label"">Победа</span>",23 : 43
Nemiga Gaming vs Fantastic Five,2.03-1.74,1.01-12.60,-,31 Августа 18:30 2021,Dota 2 Champions League 2021 Season 3,Fantastic Five,"['dream`', 'Askold', 'Blizzy', 'jAMES', '633']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Night Stalker', 'Clinkz', 'Troll Warlord', 'Luna', 'Slark', 'Winter Wyvern', 'Disruptor']","['Pangolier', 'Keeper of the Light', 'Puck', 'Bloodseeker', 'Tidehunter', 'Invoker', 'Void Spirit']","['Sven', 'Earth Spirit', 'Mars', 'Rubick', 'Omniknight']","['Queen of Pain', 'Alchemist', 'Beastmaster', 'Lina', 'Shadow Demon']",,"<span class=""team__title-label"">Победа</span>",23 : 34
Nemiga Gaming vs Fantastic Five,2.03-1.74,1.01-12.60,-,31 Августа 18:30 2021,Dota 2 Champions League 2021 Season 3,Fantastic Five,"['dream`', 'Askold', 'Blizzy', 'jAMES', '633']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Lina', 'Beastmaster', 'Mars', 'Luna', 'Faceless Void', 'Bloodseeker', 'Tidehunter']","['Keeper of the Light', 'Omniknight', 'Lifestealer', 'Puck', 'Slark', 'Invoker', 'Void Spirit']","['Weaver', 'Storm Spirit', 'Night Stalker', 'Mirana', 'Treant Protector']","['Batrider', 'Clinkz', 'Pangolier', 'Phoenix', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,50 : 21
Nemiga Gaming vs Fantastic Five,2.03-1.74,1.01-12.60,-,31 Августа 18:30 2021,Dota 2 Champions League 2021 Season 3,Fantastic Five,"['dream`', 'Askold', 'Blizzy', 'jAMES', '633']",Nemiga Gaming,"['Капец)', 'Kiritych', 'TheChosenOne', 'Haaven', 'Lodine']","['Lina', 'Beastmaster', 'Faceless Void', 'Batrider', 'Phantom Lancer', 'Lycan', 'Legion Commander']","['Night Stalker', 'Omniknight', 'Ember Spirit', 'Treant Protector', 'Bloodseeker', 'Invoker', 'Puck']","['Clinkz', 'Tiny', 'Sand King', 'Keeper of the Light', 'Clockwerk']","['Queen of Pain', 'Sven', 'Pangolier', 'Skywrath Mage', 'Nyx Assassin']",,"<span class=""team__title-label"">Победа</span>",26 : 50
Team Unique vs Team Empire,2.02-1.74,5.00-1.15,-,31 Августа 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Shachlo', 'Smiling Knight', 'depressed kid', 'sayuw', 'VANSKOR']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Keeper of the Light', 'Pangolier', 'Batrider', 'Phantom Lancer', 'Slark', 'Ember Spirit', 'Puck']","['Invoker', 'Lina', 'Sand King', 'Beastmaster', 'Omniknight', 'Void Spirit', 'Storm Spirit']","['Kunkka', 'Clinkz', 'Outworld Destroyer', 'Mirana', 'Silencer']","['Medusa', 'Queen of Pain', 'Mars', 'Phoenix', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,26 : 12
Team Unique vs Team Empire,2.02-1.74,5.00-1.15,-,31 Августа 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",Team Empire,"['Shachlo', 'Smiling Knight', 'depressed kid', 'sayuw', 'VANSKOR']","['Invoker', 'Clinkz', 'Night Stalker', 'Silencer', 'Phantom Lancer', 'Outworld Destroyer', 'Void Spirit']","['Keeper of the Light', 'Pangolier', 'Sven', 'Slark', 'Gyrocopter', 'Morphling', 'Monkey King']","['Luna', 'Lina', 'Tidehunter', 'Rubick', 'Omniknight']","['Sand King', 'Alchemist', 'Windranger', 'Mirana', 'Lich']","<span class=""team__title-label"">Победа</span>",,22 : 15
Team Unique vs Team Empire,2.02-1.74,5.00-1.15,-,31 Августа 15:10 2021,Dota 2 Champions League 2021 Season 3,Team Empire,"['Shachlo', 'Smiling Knight', 'depressed kid', 'sayuw', 'VANSKOR']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Pangolier', 'Keeper of the Light', 'Sven', 'Slark', 'Gyrocopter', 'Morphling', 'Luna']","['Invoker', 'Clinkz', 'Silencer', 'Phantom Lancer', 'Lycan', 'Outworld Destroyer', 'Void Spirit']","['Sand King', 'Alchemist', 'Windranger', 'Mirana', 'Lich']","['Weaver', 'Lina', 'Tidehunter', 'Rubick', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",20 : 29
B8 vs qwerty44,1.18-4.09,1.38-2.90,-,31 Августа 12:10 2021,Dota 2 Champions League 2021 Season 3,B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Deihra']",qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']","['Nyx Assassin', 'Omniknight', 'Lion', 'Slark', 'Sven', 'Templar Assassin', 'Tiny']","['Beastmaster', 'Monkey King', 'Queen of Pain', 'Storm Spirit', 'Mars', 'Brewmaster', 'Lycan']","['Clinkz', 'Puck', 'Tidehunter', 'Shadow Demon', 'Pangolier']","['Bloodseeker', 'Batrider', 'Night Stalker', 'Clockwerk', 'Bane']","<span class=""team__title-label"">Победа</span>",,37 : 29
B8 vs qwerty44,1.18-4.09,1.38-2.90,-,31 Августа 12:10 2021,Dota 2 Champions League 2021 Season 3,qwerty44,"['kom4rt', 'USHUSHUSH', 'Airu', 'Petru44o', 'Fezor']",B8,"['watson', 'Dendi', 'Limitless', 'TSA', 'Deihra']","['Clinkz', 'Omniknight', 'Leshrac', 'Bloodseeker', 'Phantom Lancer', 'Puck', 'Tiny']","['Pangolier', 'Beastmaster', 'Abaddon', 'Lina', 'Mars', 'Batrider', 'Invoker']","['Slark', 'Sand King', 'Viper', 'Phoenix', 'Disruptor']","['Monkey King', 'Razor', 'Tidehunter', 'Lion', 'Ancient Apparition']",,"<span class=""team__title-label"">Победа</span>",26 : 46
Team Unique vs Fantastic Five,1.37-2.95,1.35-3.05,-,30 Августа 21:10 2021,Dota 2 Champions League 2021 Season 3,Fantastic Five,"['dream`', 'Askold', 'Blizzy', 'jAMES', '633']",Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']","['Night Stalker', 'Void Spirit', 'Tidehunter', 'Faceless Void', 'Nyx Assassin', 'Mars', 'Brewmaster']","['Keeper of the Light', 'Omniknight', 'Beastmaster', 'Terrorblade', 'Luna', 'Medusa', 'Gyrocopter']","['Morphling', 'Batrider', 'Bloodseeker', 'Windranger', 'Pangolier']","['Clinkz', 'Queen of Pain', 'Legion Commander', 'Phoenix', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",3 : 26
Team Unique vs Fantastic Five,1.37-2.95,1.35-3.05,-,30 Августа 21:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",Fantastic Five,"['dream`', 'Askold', 'Blizzy', 'jAMES', '633']","['Keeper of the Light', 'Omniknight', 'Beastmaster', 'Luna', 'Medusa', 'Storm Spirit', 'Lina']","['Night Stalker', 'Treant Protector', 'Phoenix', 'Clockwerk', 'Chen', 'Void Spirit', 'Ember Spirit']","['Clinkz', 'Batrider', 'Bloodseeker', 'Rubick', 'Tidehunter']","['Slark', 'Tiny', 'Pangolier', 'Hoodwink', 'Lich']","<span class=""team__title-label"">Победа</span>",,43 : 24
Team Unique vs HellRaisers,1.52-2.42,1.45-2.62,-,30 Августа 18:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Zayac', 'lil me alone']","['Night Stalker', 'Monkey King', 'Bloodseeker', 'Lycan', 'Luna', 'Riki', 'Sven']","['Keeper of the Light', 'Omniknight', 'Beastmaster', 'Abaddon', 'Clinkz', 'Outworld Destroyer', 'Legion Commander']","['Slark', 'Void Spirit', 'Tidehunter', 'Pangolier', 'Silencer']","['Phantom Lancer', 'Batrider', 'Mars', 'Windranger', 'Bane']","<span class=""team__title-label"">Победа</span>",,25 : 4
Team Unique vs HellRaisers,1.52-2.42,1.45-2.62,-,30 Августа 18:10 2021,Dota 2 Champions League 2021 Season 3,Team Unique,"['spAce', 'fn', 'Petushara', 'Bignum', 'Slayer']",HellRaisers,"['Resolut1on', 're1bl', '9pasha', 'Zayac', 'lil me alone']","['Night Stalker', 'Monkey King', 'Bloodseeker', 'Lycan', 'Gyrocopter', 'Beastmaster', 'Legion Commander']","['Keeper of the Light', 'Omniknight', 'Silencer', 'Abaddon', 'Tidehunter', 'Viper', 'Dark Seer']","['Slark', 'Void Spirit', 'Brewmaster', 'Pangolier', 'Disruptor']","['Luna', 'Batrider', 'Sand King', 'Shadow Demon', 'Hoodwink']","<span class=""team__title-label"">Победа</span>",,29 : 27
Tundra Esports vs PSG.LGD,2.57-1.52,-,-,29 Августа 18:40 2021,ESL One Fall 2021,PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']",Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']","['Batrider', 'Keeper of the Light', 'Luna', 'Beastmaster', 'Lycan', 'Doom', 'Bloodseeker']","['Io', 'Clinkz', 'Mars', 'Faceless Void', 'Grimstroke', 'Morphling', 'Slark']","['Templar Assassin', 'Spirit Breaker', 'Tiny', 'Lina', 'Phoenix']","['Lifestealer', 'Monkey King', 'Dark Seer', 'Shadow Demon', 'Pangolier']",,"<span class=""team__title-label"">Победа</span>",10 : 43
Tundra Esports vs PSG.LGD,2.57-1.52,-,-,29 Августа 18:40 2021,ESL One Fall 2021,Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']",PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']","['Io', 'Clinkz', 'Faceless Void', 'Slark', 'Sven', 'Anti-Mage', 'Juggernaut']","['Batrider', 'Keeper of the Light', 'Beastmaster', 'Viper', 'Shadow Demon', 'Void Spirit', 'Ember Spirit']","['Luna', 'Magnus', 'Dark Seer', 'Pangolier', 'Gyrocopter']","['Bloodseeker', 'Leshrac', 'Vengeful Spirit', 'Monkey King', 'Bane']",,"<span class=""team__title-label"">Победа</span>",39 : 47
Tundra Esports vs PSG.LGD,2.57-1.52,-,-,29 Августа 18:40 2021,ESL One Fall 2021,PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']",Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']","['Batrider', 'Shadow Demon', 'Viper', 'Luna', 'Razor', 'Faceless Void', 'Terrorblade']","['Io', 'Clinkz', 'Phantom Lancer', 'Bloodseeker', 'Omniknight', 'Sand King', 'Slardar']","['Sven', 'Leshrac', 'Lycan', 'Keeper of the Light', 'Bane']","['Lifestealer', 'Void Spirit', 'Beastmaster', 'Vengeful Spirit', 'Pangolier']","<span class=""team__title-label"">Победа</span>",,23 : 8
Tundra Esports vs PSG.LGD,2.57-1.52,-,-,29 Августа 18:40 2021,ESL One Fall 2021,Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']",PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']","['Clinkz', 'Io', 'Viper', 'Vengeful Spirit', 'Sven', 'Medusa', 'Juggernaut']","['Batrider', 'Shadow Demon', 'Luna', 'Faceless Void', 'Monkey King', 'Void Spirit', 'Razor']","['Bloodseeker', 'Templar Assassin', 'Tidehunter', 'Mirana', 'Gyrocopter']","['Lifestealer', 'Pangolier', 'Night Stalker', 'Keeper of the Light', 'Elder Titan']","<span class=""team__title-label"">Победа</span>",,48 : 28
Tundra Esports vs PSG.LGD,2.57-1.52,-,-,29 Августа 18:40 2021,ESL One Fall 2021,PSG.LGD,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']",Tundra Esports,"['Skiter', 'Nine', '33', 'Sneyking', 'FATA-']","['Batrider', 'Gyrocopter', 'Bloodseeker', 'Luna', 'Beastmaster', 'Doom', 'Lycan']","['Io', 'Clinkz', 'Vengeful Spirit', 'Sven', 'Phoenix', 'Faceless Void', 'Phantom Lancer']","['Slark', 'Pangolier', 'Viper', 'Storm Spirit', 'Keeper of the Light']","['Juggernaut', 'Lina', 'Night Stalker', 'Shadow Demon', 'Monkey King']",,"<span class=""team__title-label"">Победа</span>",26 : 38
Virtus.pro vs PSG.LGD,1.83-1.99,2.30-1.58,-,29 Августа 15:00 2021,ESL One Fall 2021,PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']",Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']","['Phoenix', 'Shadow Demon', 'Monkey King', 'Faceless Void', 'Beastmaster', 'Batrider', 'Invoker']","['Clinkz', 'Spirit Breaker', 'Bane', 'Gyrocopter', 'Slark', 'Nyx Assassin', 'Silencer']","['Sven', 'Pangolier', 'Viper', 'Io', 'Night Stalker']","['Medusa', 'Lina', 'Tidehunter', 'Lion', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,27 : 17
Virtus.pro vs PSG.LGD,1.83-1.99,2.30-1.58,-,29 Августа 15:00 2021,ESL One Fall 2021,Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']",PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']","['Night Stalker', 'Io', 'Slark', 'Omniknight', 'Tidehunter', 'Viper', 'Vengeful Spirit']","['Phoenix', 'Shadow Demon', 'Faceless Void', 'Monkey King', 'Lycan', 'Sven', 'Juggernaut']","['Medusa', 'Batrider', 'Beastmaster', 'Lina', 'Winter Wyvern']","['Phantom Lancer', 'Clinkz', 'Earthshaker', 'Earth Spirit', 'Oracle']","<span class=""team__title-label"">Победа</span>",,29 : 8
Virtus.pro vs PSG.LGD,1.83-1.99,2.30-1.58,-,29 Августа 15:00 2021,ESL One Fall 2021,Virtus.pro,"['Nightfall', 'gpk', 'DM', 'Save-', 'Kingslayer']",PSG.LGD,"['Ame', 'xiao8', 'Faith_bian', 'XinQ', 'y`']","['Night Stalker', 'Io', 'Omniknight', 'Sand King', 'Morphling', 'Juggernaut', 'Medusa']","['Phoenix', 'Batrider', 'Beastmaster', 'Faceless Void', 'Bloodseeker', 'Monkey King', 'Phantom Lancer']","['Terrorblade', 'Viper', 'Mars', 'Lina', 'Winter Wyvern']","['Clinkz', 'Pangolier', 'Vengeful Spirit', 'Keeper of the Light', 'Clockwerk']",,"<span class=""team__title-label"">Победа</span>",26 : 33
Royal Never Give Up vs Vici Gaming,2.58-1.52,3.90-1.23,-,29 Августа 14:37 2021,i-League 2021 Season 2,Royal Never Give Up,"['God-King', 'Dstones', 'Flyby', 'FelixCiaoBa', 'RedPanda']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Sven', 'Lycan', 'Monkey King', 'Storm Spirit', 'Slark', 'Pangolier', 'Bloodseeker']","['Keeper of the Light', 'Nyx Assassin', 'Phoenix', 'Hoodwink', 'Shadow Demon', 'Terrorblade', 'Arc Warden']","['Morphling', 'Lina', 'Tidehunter', 'Rubick', 'Death Prophet']","['Razor', 'Templar Assassin', 'Dragon Knight', 'Lion', 'Omniknight']",,"<span class=""team__title-label"">Победа</span>",9 : 30
Royal Never Give Up vs Vici Gaming,2.58-1.52,3.90-1.23,-,29 Августа 14:37 2021,i-League 2021 Season 2,Royal Never Give Up,"['God-King', 'Dstones', 'Flyby', 'FelixCiaoBa', 'RedPanda']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Keeper of the Light', 'Lina', 'Batrider', 'Storm Spirit', 'Phoenix', 'Puck', 'Bristleback']","['Invoker', 'Clockwerk', 'Razor', 'Grimstroke', 'Omniknight', 'Shadow Demon', 'Oracle']","['Monkey King', 'Leshrac', 'Lycan', 'Windranger', 'Ogre Magi']","['Troll Warlord', 'Spirit Breaker', 'Dark Seer', 'Nyx Assassin', 'Treant Protector']","<span class=""team__title-label"">Победа</span>",,28 : 12
Royal Never Give Up vs Vici Gaming,2.58-1.52,3.90-1.23,-,29 Августа 14:37 2021,i-League 2021 Season 2,Royal Never Give Up,"['God-King', 'Dstones', 'Flyby', 'FelixCiaoBa', 'RedPanda']",Vici Gaming,"['The last dark', 'Ori', 'old eLeVeN', 'Pyw', 'Dy']","['Lina', 'Keeper of the Light', 'Dragon Knight', 'Tidehunter', 'Omniknight', 'Troll Warlord', 'Leshrac']","['Monkey King', 'Lycan', 'Terrorblade', 'Phantom Lancer', 'Phoenix', 'Naga Siren', 'Gyrocopter']","['Spectre', 'Invoker', 'Sand King', 'Hoodwink', 'Faceless Void']","['Drow Ranger', 'Templar Assassin', 'Night Stalker', 'Shadow Demon', 'Nyx Assassin']",,"<span class=""team__title-label"">Победа</span>",14 : 33
