,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
1866,Ninjas in Pyjamas vs Chicken Fighters,1.61-2.34,-,1.60-2.27,09 Апреля 12:06 2020,ESL One Los Angeles 2020 Online,Chicken Fighters,"['Charlie', 'Supream', 'SabeRLighT-', 'Era', 'SoNNeikO']",Ninjas in Pyjamas,"['ppd', 'Daxak', 'Blizzy', 'TANNER', 'MiLAN']","['Phoenix', 'Axe', 'Centaur Warrunner', 'Void Spirit', 'Timbersaw', 'Kunkka']","['Ember Spirit', ""Nature's Prophet"", 'Bristleback', 'Death Prophet', 'Legion Commander', 'Puck']","['Terrorblade', 'Storm Spirit', 'Brewmaster', 'Nyx Assassin', 'Keeper of the Light']","['Snapfire', 'Phantom Lancer', 'Batrider', 'Dragon Knight', 'Pangolier']",,"<span class=""team__title-label"">Победа</span>",9 : 29
1867,Ninjas in Pyjamas vs Chicken Fighters,1.61-2.34,-,1.60-2.27,09 Апреля 12:06 2020,ESL One Los Angeles 2020 Online,Chicken Fighters,"['Charlie', 'Supream', 'SabeRLighT-', 'Era', 'SoNNeikO']",Ninjas in Pyjamas,"['ppd', 'Daxak', 'Blizzy', 'TANNER', 'MiLAN']","['Timbersaw', 'Keeper of the Light', 'Void Spirit', 'Razor', 'Ursa', 'Juggernaut']","['Ember Spirit', 'Pangolier', 'Grimstroke', 'Enchantress', 'Death Prophet', 'Meepo']","['Troll Warlord', 'Dragon Knight', 'Mars', 'Phoenix', 'Oracle']","['Shadow Demon', ""Nature's Prophet"", 'Axe', 'Storm Spirit', 'Mirana']","<span class=""team__title-label"">Победа</span>",,21 : 15
1868,Ninjas in Pyjamas vs Chicken Fighters,1.61-2.34,-,1.60-2.27,09 Апреля 12:06 2020,ESL One Los Angeles 2020 Online,Ninjas in Pyjamas,"['ppd', 'Daxak', 'Blizzy', 'MiLAN', 'TANNER']",Chicken Fighters,"['Charlie', 'Supream', 'SabeRLighT-', 'Era', 'SoNNeikO']","['Ember Spirit', ""Nature's Prophet"", 'Bristleback', 'Death Prophet', 'Bloodseeker', 'Puck']","['Centaur Warrunner', 'Void Spirit', 'Timbersaw', 'Axe', 'Dragon Knight', 'Alchemist']","['Snapfire', 'Riki', 'Beastmaster', 'Pangolier', 'Outworld Destroyer']","['Naga Siren', 'Kunkka', 'Bounty Hunter', 'Rubick', 'Keeper of the Light']",,"<span class=""team__title-label"">Победа</span>",17 : 28
1869,Aster.Aries vs Typhoon E-Sports Club,-,-,2.55(2.02)4.70,09 Апреля 08:10 2020,JJB Spring Cup Season 2,Aster.Aries,"['Natural', '七海 灯子', 'into Slush', '7e', 'Rico']",Typhoon E-Sports Club,"['-w-', '41', 'yabo981.VIP', 'Storm']","['Death Prophet', 'Dazzle', 'Dragon Knight', 'Centaur Warrunner', 'Ancient Apparition', 'Outworld Destroyer']","['Chen', 'Void Spirit', 'Pangolier', 'Mars', 'Abaddon', 'Naga Siren']","['Oracle', 'Timbersaw', 'Clinkz', 'Windranger', 'Tusk']","['Rubick', 'Mirana', 'Monkey King', 'Batrider']","<span class=""team__title-label"">Победа</span>",,29 : 31
1870,Aster.Aries vs Typhoon E-Sports Club,-,-,2.55(2.02)4.70,09 Апреля 08:10 2020,JJB Spring Cup Season 2,Aster.Aries,"['into Slush', 'Natural', '七海 灯子', '7e', 'Rico']",Typhoon E-Sports Club,"['-w-', 'yabo981.VIP', '41', 'Storm']","['Death Prophet', 'Ancient Apparition', 'Batrider', 'Pangolier', 'Templar Assassin', 'Puck']","['Tusk', 'Timbersaw', 'Morphling', 'Mars', 'Leshrac', 'Chen']","['Phantom Lancer', 'Shadow Demon', 'Centaur Warrunner', 'Void Spirit', 'Phoenix']","['Witch Doctor', 'Troll Warlord', 'Rubick', 'Storm Spirit']","<span class=""team__title-label"">Победа</span>",,26 : 20
1871,OG vs ViKin.gg,1.14-6.01,-,1.13-5.40,08 Апреля 19:58 2020,ESL One Los Angeles 2020 Online,ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']",OG,"['SumaiL', '33', 'Ceb', 'Saksa', 'N0tail']","['Keeper of the Light', 'Gyrocopter', 'Ember Spirit', 'Chen', 'Medusa', 'Pugna']","['Meepo', 'Death Prophet', 'Enchantress', 'Beastmaster', 'Storm Spirit', 'Batrider']","['Lycan', 'Monkey King', 'Timbersaw', 'Rubick', 'Snapfire']","['Terrorblade', 'Phoenix', 'Tidehunter', 'Weaver', 'Vengeful Spirit']",,"<span class=""team__title-label"">Победа</span>",25 : 26
1872,OG vs ViKin.gg,1.14-6.01,-,1.13-5.40,08 Апреля 19:58 2020,ESL One Los Angeles 2020 Online,ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']",OG,"['SumaiL', '33', 'Ceb', 'Saksa', 'N0tail']","['Gyrocopter', 'Ember Spirit', 'Keeper of the Light', 'Chen', 'Timbersaw', 'Spirit Breaker']","['Meepo', 'Death Prophet', 'Enchantress', 'Lycan', 'Mars', 'Shadow Fiend']","['Alchemist', 'Dragon Knight', 'Beastmaster', 'Shadow Demon', 'Snapfire']","['Riki', 'Dark Seer', 'Winter Wyvern', 'Earthshaker', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,42 : 32
1873,OG vs ViKin.gg,1.14-6.01,-,1.13-5.40,08 Апреля 19:58 2020,ESL One Los Angeles 2020 Online,ViKin.gg,"['Shad', 'BOOM', 'Tobi', 'Aramis', 'Seleri']",OG,"['SumaiL', '33', 'Ceb', 'Saksa', 'N0tail']","['Ember Spirit', 'Keeper of the Light', 'Gyrocopter', 'Chen', 'Dark Seer', 'Grimstroke']","['Meepo', 'Lycan', 'Beastmaster', 'Shadow Demon', 'Mars', 'Timbersaw']","['Alchemist', 'Death Prophet', 'Pangolier', 'Snapfire', 'Vengeful Spirit']","['Troll Warlord', ""Nature's Prophet"", 'Centaur Warrunner', 'Rubick', 'Oracle']","<span class=""team__title-label"">Победа</span>",,31 : 23
1874,Team Nigma vs AS Monaco Gambit,1.34-3.29,-,1.28-3.52,08 Апреля 17:32 2020,ESL One Los Angeles 2020 Online,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Batrider', ""Nature's Prophet"", 'Keeper of the Light', 'Beastmaster', 'Dark Seer', 'Tidehunter']","['Nyx Assassin', 'Tusk', 'Monkey King', 'Ancient Apparition', 'Riki', 'Death Prophet']","['Lycan', 'Morphling', 'Pangolier', 'Weaver', 'Grimstroke']","['Magnus', 'Ember Spirit', 'Necrophos', 'Earthshaker', 'Chen']","<span class=""team__title-label"">Победа</span>",,29 : 15
1875,Team Nigma vs AS Monaco Gambit,1.34-3.29,-,1.28-3.52,08 Апреля 17:32 2020,ESL One Los Angeles 2020 Online,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Batrider', ""Nature's Prophet"", 'Keeper of the Light', 'Beastmaster', 'Riki', 'Slark']","['Pangolier', 'Weaver', 'Monkey King', 'Ancient Apparition', 'Lycan', 'Broodmother']","['Ember Spirit', 'Death Prophet', 'Timbersaw', 'Clockwerk', 'Grimstroke']","['Outworld Destroyer', 'Leshrac', 'Night Stalker', 'Io', 'Oracle']","<span class=""team__title-label"">Победа</span>",,51 : 20
1876,Virtus.pro vs Cyber Legacy,1.26-3.92,-,1.27-3.60,08 Апреля 15:10 2020,ESL One Los Angeles 2020 Online,Cyber Legacy,"['Palantimos', 'Pikachu', 'LastHero-', 'Bignum', 'HappyDyurara']",Virtus.pro,"['iLTW', 'Resolut1on', 'No[o]ne', 'Zayac', 'Solo']","['Ember Spirit', 'Chen', 'Batrider', 'Death Prophet', 'Bristleback', 'Pugna']","['Timbersaw', 'Lycan', 'Oracle', 'Phoenix', 'Templar Assassin', 'Ancient Apparition']","['Riki', 'Dazzle', 'Centaur Warrunner', 'Enigma', 'Grimstroke']","['Slark', 'Mars', 'Invoker', 'Techies', 'Disruptor']",,"<span class=""team__title-label"">Победа</span>",30 : 46
1877,Virtus.pro vs Cyber Legacy,1.26-3.92,-,1.27-3.60,08 Апреля 15:10 2020,ESL One Los Angeles 2020 Online,Virtus.pro,"['iLTW', 'Resolut1on', 'No[o]ne', 'Zayac', 'Solo']",Cyber Legacy,"['Palantimos', 'Pikachu', 'LastHero-', 'Bignum', 'HappyDyurara']","['Batrider', 'Lycan', 'Shadow Demon', 'Nyx Assassin', 'Rubick', 'Broodmother']","['Timbersaw', 'Chen', 'Ember Spirit', 'Mars', 'Slark', 'Queen of Pain']","['Faceless Void', 'Pangolier', 'Invoker', 'Enigma', 'Oracle']","['Spectre', 'Death Prophet', 'Centaur Warrunner', 'Phoenix', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,30 : 14
1878,Royal Never Give Up vs Keen Gaming,1.12-6.60,-,1.15-4.99,08 Апреля 14:24 2020,Chinese DOTA2 Professional Association,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', '一']",Keen Gaming,"['生死', '毁灭企鹅', 'ah fu']","['Abaddon', 'Timbersaw', 'Ancient Apparition', 'Death Prophet', 'Ember Spirit', 'Puck']","['Phoenix', 'Lifestealer', 'Mirana', 'Rubick', 'Kunkka', 'Outworld Destroyer']","['Dragon Knight', 'Dazzle', 'Pangolier', 'Lich', 'Tidehunter']","['Underlord', 'Clockwerk', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,19 : 12
1879,Royal Never Give Up vs Keen Gaming,1.12-6.60,-,1.15-4.99,08 Апреля 14:24 2020,Chinese DOTA2 Professional Association,Keen Gaming,"['一', '生死', 'ah fu', '毁灭企鹅', 'Monet']",Royal Never Give Up,"['Flyby', 'September', 'Super']","['Phoenix', 'Lifestealer', 'Mirana', 'Rubick', 'Kunkka', 'Ember Spirit']","['Death Prophet', 'Timbersaw', 'Mars', 'Shadow Demon', 'Phantom Lancer', 'Storm Spirit']","['Templar Assassin', 'Underlord', 'Enchantress', 'Disruptor', 'Huskar']","['Dazzle', 'Pangolier', 'Ogre Magi']","<span class=""team__title-label"">Победа</span>",,28 : 13
1880,Royal Never Give Up vs Keen Gaming,1.12-6.60,-,1.15-4.99,08 Апреля 14:24 2020,Chinese DOTA2 Professional Association,Keen Gaming,"['一', '生死', '毁灭企鹅', 'ah fu', 'Monet']",Royal Never Give Up,"['Flyby', 'September', 'Super']","['Phoenix', 'Lifestealer', 'Dragon Knight', 'Mirana', 'Outworld Destroyer', 'Alchemist']","['Underlord', 'Death Prophet', 'Dazzle', 'Timbersaw', 'Puck', 'Storm Spirit']","['Void Spirit', 'Night Stalker', 'Rubick', 'Enchantress', 'Ember Spirit']","['Mars', 'Shadow Demon', 'Keeper of the Light']",,"<span class=""team__title-label"">Победа</span>",5 : 23
1881,iG.Vitality vs KG.Luminous,-,-,2.43(2.04)5.00,08 Апреля 14:14 2020,JJB Spring Cup Season 2,iG.Vitality,"['山村老尸', 'Dogf1ghts', 'Peace', 'ButterflyEffect', 'Dust']",KG.Luminous,"['拉普兰德', 'Blood', '鲤鱼王', 'xiaofu', 'Siamese.C']","['Snapfire', 'Ancient Apparition', 'Nyx Assassin', 'Pugna', 'Batrider', 'Leshrac']","['Void Spirit', 'Keeper of the Light', 'Rubick', 'Centaur Warrunner', 'Morphling', 'Shadow Shaman']","['Timbersaw', 'Earth Spirit', 'Chen', 'Death Prophet', 'Phantom Lancer']","['Troll Warlord', 'Razor', 'Mirana', 'Mars', 'Shadow Demon']","<span class=""team__title-label"">Победа</span>",,16 : 13
1882,iG.Vitality vs KG.Luminous,-,-,2.43(2.04)5.00,08 Апреля 14:14 2020,JJB Spring Cup Season 2,iG.Vitality,"['Dogf1ghts', '山村老尸', 'Peace', 'ButterflyEffect', 'Dust']",KG.Luminous,"['拉普兰德', 'Blood', '鲤鱼王', 'xiaofu', 'Siamese.C']","['Ancient Apparition', 'Snapfire', 'Nyx Assassin', 'Razor', 'Ember Spirit', 'Huskar']","['Death Prophet', 'Centaur Warrunner', 'Void Spirit', 'Timbersaw', 'Troll Warlord', 'Outworld Destroyer']","['Phoenix', 'Mars', 'Shadow Demon', 'Templar Assassin', 'Faceless Void']","['Dragon Knight', 'Storm Spirit', 'Earthshaker', 'Legion Commander', 'Keeper of the Light']","<span class=""team__title-label"">Победа</span>",,13 : 4
1883,HellRaisers vs B8,1.29-3.65,-,1.36-2.99,08 Апреля 12:08 2020,ESL One Los Angeles 2020 Online,HellRaisers,"['Nix', 'xannii', 'Funn1k', 'RodjER', 'Miposhka']",B8,"['Xcalibur', 'Dendi', 'Ghostik', 'KingR', 'LeBron']","[""Nature's Prophet"", 'Centaur Warrunner', 'Shadow Demon', 'Mars', 'Beastmaster', 'Legion Commander']","['Pangolier', 'Void Spirit', 'Timbersaw', 'Riki', 'Ember Spirit', 'Broodmother']","['Terrorblade', 'Kunkka', 'Mirana', 'Winter Wyvern', 'Death Prophet']","['Wraith King', 'Puck', 'Chen', 'Tusk', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,21 : 17
1884,HellRaisers vs B8,1.29-3.65,-,1.36-2.99,08 Апреля 12:08 2020,ESL One Los Angeles 2020 Online,HellRaisers,"['Nix', 'xannii', 'Funn1k', 'RodjER', 'Miposhka']",B8,"['Xcalibur', 'Dendi', 'Ghostik', 'KingR', 'LeBron']","[""Nature's Prophet"", 'Mars', 'Beastmaster', 'Centaur Warrunner', 'Oracle', 'Meepo']","['Void Spirit', 'Pangolier', 'Timbersaw', 'Death Prophet', 'Ember Spirit', 'Alchemist']","['Monkey King', 'Huskar', 'Batrider', 'Mirana', 'Winter Wyvern']","['Dragon Knight', 'Queen of Pain', 'Legion Commander', 'Phoenix', 'Chen']",,"<span class=""team__title-label"">Победа</span>",8 : 26
1885,HellRaisers vs B8,1.29-3.65,-,1.36-2.99,08 Апреля 12:08 2020,ESL One Los Angeles 2020 Online,B8,"['Dendi', 'Xcalibur', 'Ghostik', 'KingR', 'LeBron']",HellRaisers,"['xannii', 'Nix', 'Funn1k', 'RodjER', 'Miposhka']","['Timbersaw', 'Void Spirit', 'Pangolier', 'Chen', 'Riki', 'Huskar']","[""Nature's Prophet"", 'Centaur Warrunner', 'Shadow Demon', 'Dragon Knight', 'Beastmaster', 'Meepo']","['Ember Spirit', 'Lycan', 'Pugna', 'Clockwerk', 'Keeper of the Light']","['Puck', 'Anti-Mage', 'Mars', 'Grimstroke', 'Lich']","<span class=""team__title-label"">Победа</span>",,20 : 5
1886,Invictus Gaming vs Ocean,1.13-6.33,-,1.11-6.09,08 Апреля 10:14 2020,Chinese DOTA2 Professional Association,Ocean,"['白给', 'Ola', 'zc', 'Tzy', 'Fame']",Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']","['Phoenix', 'Shadow Demon', 'Clockwerk', 'Ancient Apparition', 'Void Spirit', 'Huskar']","['Pangolier', 'Chen', 'Mars', 'Death Prophet', 'Oracle', 'Shadow Fiend']","['Winter Wyvern', 'Slark', 'Windranger', 'Timbersaw', 'Earthshaker']","['Monkey King', 'Outworld Destroyer', 'Underlord', 'Nyx Assassin', 'Dazzle']","<span class=""team__title-label"">Победа</span>",,23 : 9
1887,Invictus Gaming vs Ocean,1.13-6.33,-,1.11-6.09,08 Апреля 10:14 2020,Chinese DOTA2 Professional Association,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Ocean,"['白给', 'Ola', 'zc', 'Tzy', 'Fame']","['Pangolier', 'Chen', 'Ancient Apparition', 'Earthshaker', 'Shadow Fiend', 'Slark']","['Shadow Demon', 'Timbersaw', 'Mars', 'Phoenix', 'Oracle', 'Omniknight']","['Death Prophet', 'Dragon Knight', 'Abaddon', 'Rubick', 'Disruptor']","['Winter Wyvern', 'Monkey King', 'Queen of Pain', 'Centaur Warrunner', 'Tiny']","<span class=""team__title-label"">Победа</span>",,25 : 8
1888,Invictus Gaming vs Ocean,1.13-6.33,-,1.11-6.09,08 Апреля 10:14 2020,Chinese DOTA2 Professional Association,Invictus Gaming,"['flyfly', 'Emo', 'JT-', 'Kaka', 'Oli']",Ocean,"['白给', 'Ola', 'zc', 'Tzy', 'Fame']","['Pangolier', 'Chen', 'Earthshaker', 'Ancient Apparition', 'Winter Wyvern', 'Morphling']","['Timbersaw', 'Shadow Demon', 'Phoenix', 'Mars', 'Oracle', 'Omniknight']","['Death Prophet', 'Troll Warlord', 'Beastmaster', 'Earth Spirit', 'Lich']","['Jakiro', 'Wraith King', 'Shadow Fiend', 'Axe', 'Tiny']","<span class=""team__title-label"">Победа</span>",,23 : 21
1889,iG.Vitality vs Newbee,-,-,10.66(1.10)1.52,08 Апреля 07:08 2020,JJB Spring Cup Season 2,iG.Vitality,"['Peace', 'Dogf1ghts', 'Dust', 'ButterflyEffect', 'BEYOND']",Newbee,"['Moogy', 'Aq', 'Waixi', 'Faith']","['Dazzle', 'Morphling', 'Ancient Apparition', 'Phoenix', 'Batrider', 'Razor']","['Timbersaw', 'Mars', 'Centaur Warrunner', 'Death Prophet', 'Juggernaut', ""Nature's Prophet""]","['Shadow Demon', 'Nyx Assassin', 'Lifestealer', 'Void Spirit', 'Bristleback']","['Monkey King', 'Ember Spirit', 'Rubick', 'Keeper of the Light']","<span class=""team__title-label"">Победа</span>",,21 : 26
1890,iG.Vitality vs Newbee,-,-,10.66(1.10)1.52,08 Апреля 07:08 2020,JJB Spring Cup Season 2,iG.Vitality,"['Peace', 'Dogf1ghts', 'Dust', 'ButterflyEffect', 'BEYOND']",Newbee,"['Moogy', 'Aq', 'Waixi', 'Faith']","['Dazzle', 'Morphling', 'Ancient Apparition', 'Earthshaker', 'Razor', 'Outworld Destroyer']","['Void Spirit', 'Rubick', 'Death Prophet', 'Phoenix', 'Troll Warlord', 'Magnus']","['Lich', 'Lion', 'Timbersaw', 'Shadow Fiend', 'Centaur Warrunner']","['Lycan', 'Batrider', 'Shadow Demon', 'Treant Protector']",,"<span class=""team__title-label"">Победа</span>",10 : 25
1891,Team Secret vs Ninjas in Pyjamas,1.13-6.28,-,1.15-5.12,07 Апреля 22:00 2020,ESL One Los Angeles 2020 Online,Team Secret,"['MATUMBAMAN', 'Nisha', 'zai', 'YapzOr', 'Puppey']",Ninjas in Pyjamas,"['ppd', 'Daxak', 'Blizzy', 'TANNER', 'MiLAN']","['Axe', 'Mars', 'Phoenix', 'Huskar', 'Riki', 'Templar Assassin']","['Void Spirit', 'Ember Spirit', 'Dragon Knight', 'Bristleback', 'Medusa', 'Death Prophet']","['Wraith King', 'Pangolier', ""Nature's Prophet"", 'Tusk', 'Keeper of the Light']","['Grimstroke', 'Gyrocopter', 'Centaur Warrunner', 'Timbersaw', 'Earth Spirit']","<span class=""team__title-label"">Победа</span>",,27 : 9
1892,Team Secret vs Ninjas in Pyjamas,1.13-6.28,-,1.15-5.12,07 Апреля 22:00 2020,ESL One Los Angeles 2020 Online,Team Secret,"['MATUMBAMAN', 'Nisha', 'zai', 'YapzOr', 'Puppey']",Ninjas in Pyjamas,"['ppd', 'Daxak', 'Blizzy', 'TANNER', 'MiLAN']","['Axe', 'Keeper of the Light', 'Lycan', 'Dragon Knight', 'Batrider', 'Templar Assassin']","['Ember Spirit', 'Grimstroke', 'Centaur Warrunner', 'Timbersaw', 'Legion Commander', 'Morphling']","['Alchemist', 'Pangolier', 'Tusk', 'Rubick', ""Nature's Prophet""]","['Jakiro', 'Naga Siren', 'Dark Seer', 'Void Spirit', 'Spirit Breaker']","<span class=""team__title-label"">Победа</span>",,32 : 18
1893,Team Liquid vs Alliance,1.47-2.71,-,1.52-2.43,07 Апреля 19:03 2020,ESL One Los Angeles 2020 Online,Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'Xibbe']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Timbersaw', 'Keeper of the Light', 'Centaur Warrunner', 'Huskar', 'Ember Spirit', 'Morphling']","['Clockwerk', 'Mirana', ""Nature's Prophet"", 'Juggernaut', 'Death Prophet', 'Gyrocopter']","['Ursa', 'Void Spirit', 'Mars', 'Bounty Hunter', 'Chen']","['Storm Spirit', 'Lone Druid', 'Bristleback', 'Phoenix', 'Crystal Maiden']",,"<span class=""team__title-label"">Победа</span>",9 : 25
1894,Team Liquid vs Alliance,1.47-2.71,-,1.52-2.43,07 Апреля 19:03 2020,ESL One Los Angeles 2020 Online,Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'Xibbe']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Timbersaw', 'Centaur Warrunner', 'Phoenix', 'Bristleback', 'Juggernaut', 'Huskar']","['Clockwerk', 'Mirana', 'Death Prophet', 'Rubick', 'Medusa', 'Axe']","['Ember Spirit', 'Templar Assassin', ""Nature's Prophet"", 'Earthshaker', 'Keeper of the Light']","['Lifestealer', 'Storm Spirit', 'Legion Commander', 'Skywrath Mage', 'Crystal Maiden']","<span class=""team__title-label"">Победа</span>",,19 : 2
1895,Team Liquid vs Alliance,1.47-2.71,-,1.52-2.43,07 Апреля 19:03 2020,ESL One Los Angeles 2020 Online,Alliance,"['Nikobaby', 'Limmp', 's4', 'Handsken', 'Xibbe']",Team Liquid,"['miCKe', 'qojqva', 'Boxi', 'Taiga', 'iNSaNiA']","['Bristleback', 'Keeper of the Light', 'Phoenix', 'Centaur Warrunner', 'Timbersaw', 'Ember Spirit']","['Clockwerk', 'Mirana', ""Nature's Prophet"", 'Juggernaut', 'Faceless Void', 'Spectre']","['Wraith King', 'Death Prophet', 'Mars', 'Rubick', 'Winter Wyvern']","['Slardar', 'Razor', 'Pangolier', 'Enigma', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,21 : 9
1896,Natus Vincere vs Chicken Fighters,1.53-2.55,-,1.46-2.60,07 Апреля 15:30 2020,ESL One Los Angeles 2020 Online,Natus Vincere,"['Crystallize', 'MagicaL', '9pasha', 'Slayer', 'Kingslayer']",Chicken Fighters,"['Charlie', 'Supream', 'SabeRLighT-', 'Era', 'SoNNeikO']","['Shadow Demon', 'Death Prophet', 'Lycan', 'Nyx Assassin', 'Morphling', 'Juggernaut']","['Keeper of the Light', 'Rubick', 'Centaur Warrunner', 'Ancient Apparition', 'Timbersaw', 'Necrophos']","['Ember Spirit', 'Shadow Fiend', 'Mars', 'Phoenix', 'Grimstroke']","['Riki', 'Meepo', 'Puck', 'Winter Wyvern', 'Chen']","<span class=""team__title-label"">Победа</span>",,27 : 10
1897,Natus Vincere vs Chicken Fighters,1.53-2.55,-,1.46-2.60,07 Апреля 15:30 2020,ESL One Los Angeles 2020 Online,Chicken Fighters,"['Charlie', 'Supream', 'SabeRLighT-', 'Era', 'SoNNeikO']",Natus Vincere,"['Crystallize', 'MagicaL', '9pasha', 'Kingslayer', 'Slayer']","['Timbersaw', 'Phoenix', 'Keeper of the Light', 'Templar Assassin', 'Brewmaster', 'Lich']","['Shadow Demon', 'Meepo', 'Huskar', 'Nyx Assassin', 'Centaur Warrunner', 'Pugna']","['Terrorblade', 'Shadow Fiend', 'Pangolier', 'Grimstroke', 'Oracle']","['Ember Spirit', 'Death Prophet', 'Underlord', ""Nature's Prophet"", 'Rubick']","<span class=""team__title-label"">Победа</span>",,24 : 21
1898,Natus Vincere vs Chicken Fighters,1.53-2.55,-,1.46-2.60,07 Апреля 15:30 2020,ESL One Los Angeles 2020 Online,Chicken Fighters,"['Charlie', 'Supream', 'SabeRLighT-', 'Era', 'SoNNeikO']",Natus Vincere,"['Crystallize', 'MagicaL', '9pasha', 'Kingslayer', 'Slayer']","['Timbersaw', 'Keeper of the Light', 'Templar Assassin', 'Ancient Apparition', 'Centaur Warrunner', 'Brewmaster']","['Shadow Demon', 'Meepo', 'Huskar', 'Oracle', 'Chen', 'Lycan']","['Naga Siren', 'Death Prophet', 'Legion Commander', 'Dazzle', 'Nyx Assassin']","['Phantom Lancer', ""Nature's Prophet"", 'Ember Spirit', 'Undying', 'Grimstroke']",,"<span class=""team__title-label"">Победа</span>",18 : 44
1899,EHOME vs Team Aster,2.34-1.61,-,2.12-1.67,07 Апреля 14:10 2020,Chinese DOTA2 Professional Association,Team Aster,"['Sccc', 'CHYuan', 'Fade', 'Borax', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian', 'XinQ', 'y`']","['Mars', 'Mirana', 'Morphling', 'Phoenix', 'Terrorblade', 'Naga Siren']","['Timbersaw', 'Phantom Lancer', 'Batrider', 'Io', 'Legion Commander', 'Omniknight']","['Faceless Void', 'Death Prophet', 'Shadow Shaman', 'Shadow Demon', 'Dazzle']","['Ember Spirit', 'Beastmaster', 'Pangolier', 'Keeper of the Light']",,"<span class=""team__title-label"">Победа</span>",17 : 17
1900,EHOME vs Team Aster,2.34-1.61,-,2.12-1.67,07 Апреля 14:10 2020,Chinese DOTA2 Professional Association,Team Aster,"['Sccc', 'CHYuan', 'Fade', 'Borax', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian', 'XinQ', 'y`']","['Beastmaster', 'Mars', 'Death Prophet', 'Pangolier', 'Razor', 'Ember Spirit']","['Timbersaw', 'Batrider', 'Shadow Demon', 'Phoenix', 'Outworld Destroyer', 'Dark Seer']","['Gyrocopter', 'Puck', 'Tusk', 'Io', ""Nature's Prophet""]","['Troll Warlord', 'Underlord', 'Dark Willow', 'Dazzle']",,"<span class=""team__title-label"">Победа</span>",14 : 24
1901,iG.Vitality vs Longinus,-,-,2.04(1.85)6.47,07 Апреля 12:10 2020,JJB Spring Cup Season 2,iG.Vitality,"['Dogf1ghts', 'Peace', 'ButterflyEffect', 'Dust', 'BEYOND']",Longinus,"['.', 'heels', 'Abaaba', 'InJuly', 'Moriarti']","['Centaur Warrunner', 'Razor', 'Beastmaster', 'Enchantress', 'Ancient Apparition', 'Shadow Demon']","['Timbersaw', 'Death Prophet', 'Mars', 'Snapfire', 'Templar Assassin', 'Morphling']","['Skywrath Mage', 'Chen', 'Huskar', 'Faceless Void', 'Legion Commander']","['Slark', 'Phoenix', 'Void Spirit', 'Omniknight', 'Lich']",,"<span class=""team__title-label"">Победа</span>",14 : 26
1902,iG.Vitality vs Longinus,-,-,2.04(1.85)6.47,07 Апреля 12:10 2020,JJB Spring Cup Season 2,Longinus,"['.', 'heels', 'Abaaba', 'InJuly', 'Moriarti']",iG.Vitality,"['Peace', 'Dogf1ghts', '山村老尸', 'Dust', 'ButterflyEffect']","['Mars', 'Snapfire', 'Death Prophet', 'Timbersaw', 'Templar Assassin', 'Troll Warlord']","['Phoenix', 'Ancient Apparition', 'Batrider', 'Dragon Knight', 'Void Spirit', 'Queen of Pain']","['Phantom Lancer', 'Lich', 'Viper', 'Undying', 'Shadow Shaman']","['Disruptor', ""Nature's Prophet"", 'Centaur Warrunner', 'Ember Spirit', 'Shadow Fiend']",,"<span class=""team__title-label"">Победа</span>",21 : 29
